item_name,item_id,item_ean,price,currency,item_brand,item_category,quantity,discount,archivo_origen,carpeta_origen,coupon,index,item_internal_id,item_list_name,item_provider,item_provider_type,item_shipping,item_sms,item_variant
agua-mineral-con-gas-carrefour-125-l,289186,8431876159899,0.36,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c.html,bebidas,,24,530014489,catalog,carrefour,carrefour,home_delivery|drive,289186,
cerveza-san-miguel-especial-pack-de-12-latas-de-33-cl-,198978,8410655000775,8.64,EUR,san-miguel,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,1,526715416,catalog,carrefour,carrefour,home_delivery|drive,198978,
refresco-de-naranja-revoltosa-2-l,030457,8412301100099,0.71,EUR,revoltosa,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,2,prod71261,catalog,carrefour,carrefour,home_delivery|drive,030457,
agua-mineral-lanjaron-natural-33-cl,230168,8410728700373,0.59,EUR,lanjaron,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,3,prod130333,catalog,carrefour,carrefour,home_delivery|drive,230168,
zumo-florida-sunny-delight-botella-33-cl,183755,8414100364078,0.93,EUR,sunny-delight,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,directo/sobre-producto/_50-que-vuelve,4,vc4aecomm-183755,catalog,carrefour,carrefour,home_delivery|drive,183755,
tinto-de-verano-con-limon-la-casera-lata-33-cl,227540,8410283303750,0.99,EUR,la-casera,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,5,654701737,catalog,carrefour,carrefour,home_delivery|drive,227540,
zumo-de-naranja-carrefour-brik-1-l,737611,3560070748365,1.75,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,6,745415924,catalog,carrefour,carrefour,home_delivery|drive,737611,
cola-classic-carrefour-zero-sin-cafeina-botella-2-l,720332,3560071444549,0.75,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,7,vc4aecomm-720332,catalog,carrefour,carrefour,home_delivery|drive,720332,
fuze-tea-te-sabor-limon-botella-500-ml,489126,5449000326003,1.62,EUR,fuze-tea,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,8,vc4aecomm-489126,catalog,carrefour,carrefour,home_delivery|drive,489126,
fuze-tea-te-verde-sabor-maracuya-botella-15-l,529576,5449000330024,2.15,EUR,fuze-tea,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,9,vc4aecomm-529576,catalog,carrefour,carrefour,home_delivery|drive,529576,
zumo-de-naranja-carrefour-extra-exprimido-con-pulpa-brik-1-l,958508,3560071003722,1.75,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,10,823705656,catalog,carrefour,carrefour,home_delivery|drive,958508,
nectar-de-naranja-carrefour-brik-1-l,865491,3560070880973,0.92,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,11,780686964,catalog,carrefour,carrefour,home_delivery|drive,865491,
cerveza-el-aguila-sin-filtrar-botella-33-cl,240274,8410590111017,0.89,EUR,el-aguila,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,12,fprod1190320,catalog,carrefour,carrefour,home_delivery|drive,240274,
red-bull-the-summer-edition-bebida-energetica-sabor-curuba-lata-25-cl,374741,9002490271565,1.8,EUR,red-bull,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,13,604401624,catalog,carrefour,carrefour,home_delivery|drive,374741,
refresco-de-limon-carrefour-classic-lata-33-cl,904868,3560071436698,0.37,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,14,800038289,catalog,carrefour,carrefour,home_delivery|drive,904868,
cerveza-el-aguila-sin-filtrar-lata-33-cl,242533,8410590111031,0.99,EUR,el-aguila,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,15,fprod1190420,catalog,carrefour,carrefour,home_delivery|drive,242533,
aquarius-melocoton-rojo-botella-15-l,358380,5449000144881,2.19,EUR,aquarius,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,16,vc4aecomm-358380,catalog,carrefour,carrefour,home_delivery|drive,358380,
coca-cola-sin-cafeina-lata-33-cl,000047,5449000000774,0.92,EUR,coca-cola-scaf,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,17,520660465,catalog,carrefour,carrefour,home_delivery|drive,000047,
gaseosa-la-casera-cero-azucares-y-calorias-lata-33-cl,000035,8410283004008,0.6,EUR,la-casera,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,18,522713427,catalog,carrefour,carrefour,home_delivery|drive,000035,
trina-de-naranja-sin-gas-lata-33-cl,760876,8411800375458,0.69,EUR,trina,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,directo/sobre-producto/_50-que-vuelve,19,520660612,catalog,carrefour,carrefour,home_delivery|drive,760876,
agua-mineral-con-gas-fonter-50-cl,266057,8410055026009,0.86,EUR,fonter,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,20,fprod1220060,catalog,carrefour,carrefour,home_delivery|drive,266057,
cerveza-damm-lemon-con-limon-lata-33-cl,371323,8410793156136,0.88,EUR,damm,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,21,530913226,catalog,carrefour,carrefour,home_delivery|drive,371323,
aquarius-melocoton-rojo-lata-33-cl,358415,5449000322388,0.97,EUR,aquarius,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,directo/sobre-producto/_50-que-vuelve,22,vc4aecomm-358415,catalog,carrefour,carrefour,home_delivery|drive,358415,
bebida-tropical-carrefour-sin-azucar-anadido-brik-1-l-,855246,3560071156800,0.9,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,23,prod730838,catalog,carrefour,carrefour,home_delivery|drive,855246,
nectar-de-melocoton-y-uva-carrefour-classic-brik-1-l,865501,3560070880942,0.92,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=120.html,bebidas,,24,780686982,catalog,carrefour,carrefour,home_delivery|drive,865501,
bitter-kas-sin-alcohol-lata-33-cl,036859,8410494300777,0.99,EUR,bitter-kas,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,1,520660444,catalog,carrefour,carrefour,home_delivery|drive,036859,
schweppes-de-limon-zero-lata-33-cl,707871,8414100301653,0.97,EUR,schweppes,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,2,540202096,catalog,carrefour,carrefour,home_delivery|drive,707871,
cerveza-alhambra-tradicional-pack-12-latas-33-cl,618756,8413681300895,9.29,EUR,alhambra,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,3,590214233,catalog,carrefour,carrefour,home_delivery|drive,618756,
tinto-de-verano-con-limon-sin-alcohol-la-casera-lata-33-cl,783162,8410283312141,0.99,EUR,la-casera,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,4,774909701,catalog,carrefour,carrefour,home_delivery|drive,783162,
refresco-sabor-limon-zero-carrefour-classic-lata-33-cl,143300,3560071436421,0.37,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,5,vc4aecomm-143300,catalog,carrefour,carrefour,home_delivery|drive,143300,
schweppes-de-limon-lata-33-cl,707834,8414100357605,0.97,EUR,schweppes,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,6,520660580,catalog,carrefour,carrefour,home_delivery|drive,707834,
zumo-de-naranja-simon-life-botella-15-l,372679,8410261641416,1.7,EUR,simon-life,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,7,521030004,catalog,carrefour,carrefour,home_delivery|drive,372679,
cider-ladron-de-manzanas-lata-33-cl,838573,8411090710069,1.61,EUR,ladron-de-manzanas,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,8,prod590264,catalog,carrefour,carrefour,home_delivery|drive,838573,
carrefour-sensation-isofresh-bebida-isotonica-blue-botella-50-cl,841803,3560071015510,0.7,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,9,prod620190,catalog,carrefour,carrefour,home_delivery|drive,841803,
zumo-de-manzana-carrefour-calssic-brik-1-l,955067,3560071003715,0.8,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,10,820614218,catalog,carrefour,carrefour,home_delivery|drive,955067,
agua-mineral-bezoya-grifo-8-l,613093,8410128774851,3.55,EUR,bezoya,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,directo/sobre-producto/_2-unidad--50,11,vc4aecomm-613093,catalog,carrefour,carrefour,home_delivery|drive,613093,
ron-barcelo-anejo-70-cl,043214,7461323129237,15.45,EUR,barcelo,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,12,520662987,catalog,carrefour,carrefour,home_delivery|drive,043214,
cerveza-paulaner-weissbier-botella-50-cl,026596,4066600611981,1.9,EUR,paulaner,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,directo/sobre-producto/_2-unidad--50,13,521028220,catalog,carrefour,carrefour,home_delivery|drive,026596,
nectar-de-pina-carrefour-classic-brik-1-l,865492,3560070881000,0.99,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,14,780686966,catalog,carrefour,carrefour,home_delivery|drive,865492,
7up-de-lima-limon-lata-33-cl,398692,8410494303372,0.66,EUR,7up,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,15,vc4aecomm-398692,catalog,carrefour,carrefour,home_delivery|drive,398692,
carrefour-te-de-limon-botella-15-l,257004,8431876112207,0.99,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,16,522714739,catalog,carrefour,carrefour,home_delivery|drive,257004,
coca-cola-zero-azucar-pack-12-latas-33-cl,745103,5449000133342,10.79,EUR,coca-cola-zero,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,17,530014641,catalog,carrefour,carrefour,home_delivery|drive,745103,
nestea-limon-sin-azucar-botella-15-l,153095,8411092710241,2.09,EUR,nestea,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,18,528305562,catalog,carrefour,carrefour,home_delivery|drive,153095,
cerveza-tostada-mahou-00-alcohol-pack-de-12-latas-de-33-cl,124582,8411327004138,9.55,EUR,mahou,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,directo/sobre-producto/_2-unidad--50,19,prod1060211,catalog,carrefour,carrefour,home_delivery|drive,124582,
cerveza-mahou-clasica-pack-de-6-botellas-de-25-cl,000140,8411327031066,3.29,EUR,mahou,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,20,521011815,catalog,carrefour,carrefour,home_delivery|drive,000140,
zumo-florida-sunny-delight-125-l,489020,8414100302643,1.79,EUR,sunny-delight,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,21,715627665,catalog,carrefour,carrefour,home_delivery|drive,489020,
aquarius-sabor-naranja-zero-azucar-sin-calorias-botella-15-l,197236,5449000171795,1.99,EUR,aquarius-zero,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,22,546003745,catalog,carrefour,carrefour,home_delivery|drive,197236,
zumo-de-naranja-recien-exprimido-carrefour-250-ml,444973,8431876269925,1.99,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,23,vc4aecomm-444973,catalog,carrefour,carrefour,home_delivery|drive,444973,
carrefour-sensation-isofresh-bebida-isotonica-sabor-limon-botella-15-l,309180,3560070596041,0.99,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=144.html,bebidas,,24,657201693,catalog,carrefour,carrefour,home_delivery|drive,309180,
coca-cola-pack-12-latas-33-cl,029232,5449000055200,10.79,EUR,coca-cola,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,1,530014303,catalog,carrefour,carrefour,home_delivery|drive,029232,
cerveza-voll-damm-lata-50-cl,399000,8410793036124,1.62,EUR,voll-damm,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,2,vc4aecomm-399000,catalog,carrefour,carrefour,home_delivery|drive,399000,
agua-mineral-natural-cabreiroa-tapon-deportivo-33-cl,985876,8411902007035,0.66,EUR,cabreiroa,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,3,843506724,catalog,carrefour,carrefour,home_delivery|drive,985876,
fanta-de-limon-botella-50-cl,038212,5000112566475,1.58,EUR,fanta-limon,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,4,520660578,catalog,carrefour,carrefour,home_delivery|drive,038212,
tonica-nordic-mist-lata-25-cl,362233,5449000039231,0.73,EUR,nordic-mist,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,5,520660436,catalog,carrefour,carrefour,home_delivery|drive,362233,
cerveza-cruzcampo-shandy-con-limon-lata-33-cl,549988,8411090419054,0.83,EUR,sandhy,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,6,520661376,catalog,carrefour,carrefour,home_delivery|drive,549988,
pepsi-zero-azucar-pack-de-2-botellas-de-175-cl,689343,8410494301507,3.19,EUR,pepsi-zero,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,directo/sobre-producto/_2-unidad--50,7,vc4aecomm-689343,catalog,carrefour,carrefour,home_delivery|drive,689343,
red-bull-bebida-energetica-lata-473-cl,255793,9002490213169,2.79,EUR,red-bull,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,8,556201511,catalog,carrefour,carrefour,home_delivery|drive,255793,
monster-energy-ultra-peachy-keen-bebida-energetica-sin-azucar-lata-50-cl,416917,5061013945042,1.79,EUR,monster-ultra,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,directo/sobre-producto/_2-unidad--50,9,vc4aecomm-416917,catalog,carrefour,carrefour,home_delivery|drive,416917,
red-bull-bebida-energetica-coco-y-arandanos-lata-25-cl,176968,9002490243302,1.8,EUR,red-bull-editions,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,10,prod1120726,catalog,carrefour,carrefour,home_delivery|drive,176968,
agua-mineral-lanjaron-1-l,090803,8410728007007,0.77,EUR,lanjaron,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,11,prod810371,catalog,carrefour,carrefour,home_delivery|drive,090803,
monster-energy-absolutely-zero-bebida-energetica-sin-azucar-lata-50-cl,936866,5060335632272,1.79,EUR,monster,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,directo/sobre-producto/_2-unidad--50,12,814300409,catalog,carrefour,carrefour,home_delivery|drive,936866,
cerveza-franziskaner-weissbier-botella-50-cl,007773,4072700003649,1.56,EUR,franziskaner,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,13,521028250,catalog,carrefour,carrefour,home_delivery|drive,007773,
cerveza-carrefour-especial-pack-de-12-latas-de-33-cl,284029,3560071192396,3.95,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,directo/sobre-producto/_2-unidad--50,14,fprod1230035,catalog,carrefour,carrefour,home_delivery|drive,284029,
bebida-de-fruta-pina-carrefour-classic-sin-azucar-anadido-brik-1-l,855247,3560071156817,0.99,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,15,prod730839,catalog,carrefour,carrefour,home_delivery|drive,855247,
refresco-sabor-lima--limon-zero-carrefour-classic-lata-33-cl,034630,3560071436735,0.37,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,16,vc4aecomm-034630,catalog,carrefour,carrefour,home_delivery|drive,034630,
vino-tinto-joven-tempranillo-carrefour-vendimia-seleccionada-vt-extremadura-1-l,513382,8431876087291,0.99,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,17,520661412,catalog,carrefour,carrefour,home_delivery|drive,513382,
red-bull-bebida-energetica-albaricoque-y-fresa-lata-25-cl,768034,9002490256289,1.8,EUR,red-bull,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,18,vc4aecomm-768034,catalog,carrefour,carrefour,home_delivery|drive,768034,
cerveza-victoria-de-malaga-pack-12-latas-33-cl,892579,8410793226433,7.65,EUR,victoria,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,19,793945611,catalog,carrefour,carrefour,home_delivery|drive,892579,
vino-blanco-verdejo-estilete-do-rueda-75-cl,871997,8414219008115,2.19,EUR,estilete,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,20,784000504,catalog,carrefour,carrefour,home_delivery|drive,871997,
zumo-tropical-original-bifrutas-pack-de-9-briks-de-20-cl,965251,8410128168865,3.55,EUR,bifrutas,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,21,prod73637,catalog,carrefour,carrefour,home_delivery|drive,965251,
cerveza-el-aguila-sin-filtrar-00-alcohol-lata-33-cl,389069,8410590310007,0.88,EUR,el-aguila,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,directo/sobre-producto/_2-unidad--50,22,vc4aecomm-389069,catalog,carrefour,carrefour,home_delivery|drive,389069,
pepsi-zero-azucar-lima-botella-175-cl,689342,8410494301415,1.78,EUR,pepsi-zero,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,23,vc4aecomm-689342,catalog,carrefour,carrefour,home_delivery|drive,689342,
red-bull-the-sumer-edition-bebida-energetica-sabor-baya-de-junio-lata-25-cl,239633,9002490264222,1.8,EUR,red-bull,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=168.html,bebidas,,24,vc4aecomm-239633,catalog,carrefour,carrefour,home_delivery|drive,239633,
tinto-de-verano-con-limon-la-casera-botella-15-l,703039,8410283346504,2.35,EUR,la-casera,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,,1,520661447,catalog,carrefour,carrefour,home_delivery|drive,703039,
agua-mineral-con-gas-perrier-natural-50-cl,777466,7613035870598,1.17,EUR,perrier,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,,2,769008764,catalog,carrefour,carrefour,home_delivery|drive,777466,
cerveza-free-damm-lager-00-sin-alcohol-con-limon-sin-gluten-lata-33-cl,722416,8410793296139,0.82,EUR,damm,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,,3,520661360,catalog,carrefour,carrefour,home_delivery|drive,722416,
tinto-de-verano-ladron-de-verano-con-limon-lata-33-cl,360314,8410848712003,1.28,EUR,ladron-de-verano,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,directo/sobre-producto/_2-unidad--50,4,vc4aecomm-360314,catalog,carrefour,carrefour,home_delivery|drive,360314,
bebida-de-pina-carrefour-classic-sin-azucar-pack-de-6-briks-de-20-cl,855245,3560071156787,1.5,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,,5,prod730840,catalog,carrefour,carrefour,home_delivery|drive,855245,
red-bull-bebida-energetica-sandia-lata-25-cl,654868,9002490250157,1.8,EUR,red-bull,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,,6,vc4aecomm-654868,catalog,carrefour,carrefour,home_delivery|drive,654868,
zumo-de-frutas-y-leche-carrefour-sabor-mediterraneo-pack-de-6-briks-de-20-cl,902206,3560070828036,1.2,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,,7,799397852,catalog,carrefour,carrefour,home_delivery|drive,902206,
cerveza-mahou-clasica-pack-de-28-latas-de-33-cl,718559,8411327022286,14.99,EUR,mahou-clasica,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,directo/sobre-producto/_super-precio,8,520661321,catalog,carrefour,carrefour,home_delivery|drive,718559,
agua-mineral-carrefour-8-l,609750,8431876100037,1.42,EUR,carrefour,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,,9,521009490,catalog,carrefour,carrefour,home_delivery|drive,609750,
nestea-te-verde-limon-bajo-en-calorias-botella-50-cl,584102,8411092700228,1.54,EUR,nestea,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,,10,520660652,catalog,carrefour,carrefour,home_delivery|drive,584102,
appletiser-100-zumo-de-manzana-con-burbujas-finas-lata-25-cl,048422,5449000229168,0.85,EUR,appletiser,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,,11,prod950028,catalog,carrefour,carrefour,home_delivery|drive,048422,
agua-mineral-font-vella-25-l,036348,8410055300000,1.24,EUR,font-vella,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,,12,677310391,catalog,carrefour,carrefour,home_delivery|drive,036348,
agua-mineral-natural-nestle-aquarel-5-l,263539,3700123300175,1.91,EUR,aquarel,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,,13,521028190,catalog,carrefour,carrefour,home_delivery|drive,263539,
cerveza-free-damm-lager-00-sin-alcohol-sin-gluten-lata-33-cl,030464,8410793066138,0.82,EUR,damm,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,,14,520661370,catalog,carrefour,carrefour,home_delivery|drive,030464,
schweppes-citrus-zero-de-mandarina-lima-naranja-y-pomelo-lata-33-cl,520769,8414100387510,1.05,EUR,schweppes,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,,15,vc4aecomm-520769,catalog,carrefour,carrefour,home_delivery|drive,520769,
vino-tinto-crianza-tempranillo-dehesas-del-rey-do-ribera-del-duero-75-cl,388697,8437028779106,7.89,EUR,dehesas-del-rey,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,directo/sobre-producto/_2-unidad--50,16,700507589,catalog,carrefour,carrefour,home_delivery|drive,388697,
cerveza-paulaner-weissbier-lata-50-cl,723965,4066600601920,1.82,EUR,paulaner,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,,17,vc4aecomm-723965,catalog,carrefour,carrefour,home_delivery|drive,723965,
refresco-de-naranja-fanta-con-gas-pack-de-2-botellas-de-2-l,361229,5000112575385,3.59,EUR,fanta-naranja,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,,18,520660539,catalog,carrefour,carrefour,home_delivery|drive,361229,
agua-mineral-natural-nestle-aquarel-50-cl,790070,3700123300380,0.57,EUR,aquarel,cat20003-bebidas,1,,bebidas\view-source_https___www.carrefour.es_supermercado_bebidas_cat20003_c_offset=192.html,bebidas,,19,546102594,catalog,carrefour,carrefour,home_delivery|drive,790070,
