nombre,formato,precio,precio_ud/Kg/L,marca,categoria,subcategoria
tubitos bañados chocolate negro hacendado,Bote 150 g,2.75,18.333333333333336,Hacendado,cereales y galletas,galletas
rosquillas de chocolate con leche y coco hacendado,Caja 300 g,1.75,5.833333333333334,Hacendado,cereales y galletas,galletas
tortitas de maiz hacendado,Paquete 4 packs (120 g),1.1,9.166666666666668,Hacendado,cereales y galletas,tortitas
tortitas de maiz con chocolate hacendado,Paquete 4 packs (130 g),1.95,15.0,Hacendado,cereales y galletas,tortitas
tortitas de arroz con chocolate blanco sabor yogur hacendado,Paquete 4 packs (120 g),1.95,16.25,Hacendado,cereales y galletas,tortitas
tortitas de arroz hacendado,Paquete 4 packs (124 g),1.1,8.870967741935484,Hacendado,cereales y galletas,tortitas
tortitas de arroz con chocolate con leche hacendado,Paquete 4 packs (130 g),1.95,15.0,Hacendado,cereales y galletas,tortitas
tortitas de legumbres y arroz hacendado,Paquete 4 packs (109 g),1.75,16.05504587155963,Hacendado,cereales y galletas,tortitas
tortitas de maiz con sabor a jamon hacendado,Paquete 4 packs (140 g),1.75,12.499999999999998,Hacendado,cereales y galletas,tortitas
tortitas de maiz campestre hacendado,Paquete 4 packs (140 g),1.75,12.499999999999998,Hacendado,cereales y galletas,tortitas
pechuga de pavo bajo en sal hacendado finas lonchas,2 paquetes x 200 g,3.95,0.01975,Hacendado,charcutería y quesos,aves y jamón cocido
pechuga de pavo bajo en sal hacendado finas lonchas,Paquete 225 g,2.5,11.11111111111111,Hacendado,charcutería y quesos,aves y jamón cocido
pechuga de pavo hacendado finas lonchas,2 paquetes x 200 g,3.95,0.01975,Hacendado,charcutería y quesos,aves y jamón cocido
pechuga de pavo finas lonchas hacendado,Paquete 200 g,2.3,11.499999999999998,Hacendado,charcutería y quesos,aves y jamón cocido
salchichon de pavo extra hacendado lonchas,"4 paquetes x 37,5 g",2.8,0.07567567567567567,Hacendado,charcutería y quesos,aves y jamón cocido
longaniza de pavo extra hacendado lonchas,"4 paquetes x 31,25 g",2.8,0.09032258064516129,Hacendado,charcutería y quesos,aves y jamón cocido
tiras de pechuga pollo al horno hacendado,Paquete 140 g,2.25,16.07142857142857,Hacendado,charcutería y quesos,aves y jamón cocido
jamon de pavo hacendado finas lonchas,Paquete 225 g,1.9,8.444444444444445,Hacendado,charcutería y quesos,aves y jamón cocido
tiras de pechuga de pollo al natural hacendado,Paquete 140 g,2.25,16.07142857142857,Hacendado,charcutería y quesos,aves y jamón cocido
sticks longaniza de pollo extra hacendado,Paquete 5 sticks (50 g),1.3,26.0,Hacendado,charcutería y quesos,aves y jamón cocido
pechuga de pollo braseada hacendado finas lonchas,Paquete 200 g,2.3,11.499999999999998,Hacendado,charcutería y quesos,aves y jamón cocido
pechuga de pavo al horno de leña campofrio lonchas,Paquete 125 g,1.9,15.2,Campofrío,charcutería y quesos,aves y jamón cocido
pechuga 92% pavo hacendado lonchas,Paquete 200 g,2.85,14.25,Hacendado,charcutería y quesos,aves y jamón cocido
pechuga de pavo noel lonchas muy finas,Paquete 200 g,2.45,12.25,Noel,charcutería y quesos,aves y jamón cocido
pollo 97% relleno la carloteña asado al horno lonchas,Paquete 150 g,2.4,16.0,La Carloteña,charcutería y quesos,aves y jamón cocido
jamon de pavo hacendado,Pieza 500 g,2.85,5.7,Hacendado,charcutería y quesos,aves y jamón cocido
longaniza de pavo imperial extra hacendado,Pieza 235 g,4.2,17.872340425531917,Hacendado,charcutería y quesos,aves y jamón cocido
cabeza de cerdo finas lonchas hacendado,Paquete 150 g,1.7,11.333333333333334,Hacendado,charcutería y quesos,aves y jamón cocido
pechuguita de pollo 99% la carloteña asada al horno lonchas,Paquete 125 g,2.6,20.8,La Carloteña,charcutería y quesos,aves y jamón cocido
maxi pavo hacendado finas lonchas,Paquete 400 g,3.05,7.624999999999999,Hacendado,charcutería y quesos,aves y jamón cocido
lomo asado la carloteña lonchas,Paquete 125 g,2.6,20.8,La Carloteña,charcutería y quesos,aves y jamón cocido
jamon cocido extra hacendado finas lonchas,2 paquetes x 225 g,3.45,0.015333333333333334,Hacendado,charcutería y quesos,aves y jamón cocido
jamon cocido extra hacendado finas lonchas,Paquete 200 g,2.0,10.0,Hacendado,charcutería y quesos,aves y jamón cocido
jamon cocido extra hacendado lonchas,Paquete 200 g,2.05,10.249999999999998,Hacendado,charcutería y quesos,aves y jamón cocido
jamon cocido hacendado lonchas,Paquete 200 g,2.35,11.75,Hacendado,charcutería y quesos,aves y jamón cocido
jamon cocido extra sandwich hacendado lonchas,Paquete 12 lonchas (250 g),2.05,0.1708333333333333,Hacendado,charcutería y quesos,aves y jamón cocido
maxi york hacendado finas lonchas,Paquete 500 g,2.4,4.8,Hacendado,charcutería y quesos,aves y jamón cocido
jamon cocido extra noel lonchas,Paquete 200 g,2.25,11.25,Noel,charcutería y quesos,aves y jamón cocido
jamon cocido jugoso hacendado,Paquete 225 g,1.8,8.0,Hacendado,charcutería y quesos,aves y jamón cocido
jamon cocido braseado noel lonchas,Paquete 200 g,2.25,11.25,Noel,charcutería y quesos,aves y jamón cocido
fiambre magro sandwich hacendado lonchas,Paquete 12 lonchas (300 g),1.85,0.15416666666666667,Hacendado,charcutería y quesos,aves y jamón cocido
lacon cortado a mano noel,Paquete 250 g,3.35,13.4,Noel,charcutería y quesos,aves y jamón cocido
magro de cerdo cocido coren,Lata 240 g,2.69,11.208333333333334,Coren,charcutería y quesos,aves y jamón cocido
maxi york hacendado,Pieza 2 kg,6.24,3.12,Hacendado,charcutería y quesos,aves y jamón cocido
lacon al horno noel lonchas,Paquete 200 g,2.15,10.749999999999998,Noel,charcutería y quesos,aves y jamón cocido
maxi lomo hacendado finas lonchas,Paquete 400 g,2.6,6.5,Hacendado,charcutería y quesos,aves y jamón cocido
pechuga de pollo 92% hacendado lonchas,Paquete 200 g,2.85,14.25,Hacendado,charcutería y quesos,aves y jamón cocido
jamon cocido extra 50% raza iberica noel lonchas,Paquete 120 g,2.85,23.75,Noel,charcutería y quesos,aves y jamón cocido
tiras de jamon ahumado hacendado,2 paquetes x 75 g,2.3,0.030666666666666665,Hacendado,charcutería y quesos,aves y jamón cocido
bacon hacendado cintas,2 paquetes x 125 g,2.3,0.0184,Hacendado,charcutería y quesos,bacón y salchichas
bacon ahumado la selva lonchas,Paquete 210 g,2.3,10.952380952380953,La Selva,charcutería y quesos,bacón y salchichas
bacon oscar mayer lonchas,Paquete 150 g,2.4,16.0,Desconocida,charcutería y quesos,bacón y salchichas
bacon ahumado sin corteza la selva,Pieza 300 g aprox.,3.0,10.0,La Selva,charcutería y quesos,bacón y salchichas
panceta salada iberica la hacienda del iberico,Paquete 360 g aprox.,3.6,10.0,La Hacienda del ibérico,charcutería y quesos,bacón y salchichas
lomo back bacon hacendado,Bandeja 200 g aprox.,2.65,13.249999999999998,Hacendado,charcutería y quesos,bacón y salchichas
panceta curada sin corteza la selva lonchas,Paquete 200 g,2.65,13.249999999999998,La Selva,charcutería y quesos,bacón y salchichas
salchichas cocidas estilo frankfurt hacendado de pollo y cerdo sabor ahumado,4 paquetes x 176 g,1.9,0.010795454545454546,Hacendado,charcutería y quesos,bacón y salchichas
salchichas cocidas hacendado de pollo y pavo sabor ahumado,2 paquetes x 200 g,1.4,0.006999999999999999,Hacendado,charcutería y quesos,bacón y salchichas
salchichas cocidas schara de cerdo ahumadas,2 paquetes x 170 g,4.25,0.025,Schara,charcutería y quesos,bacón y salchichas
salchichas cocidas estilo viena con queso hacendado de pollo y cerdo sabor ahumado,2 paquetes x 200 g,1.6,0.008,Hacendado,charcutería y quesos,bacón y salchichas
"salchichas cocidas con leche campofrio de pollo, cerdo y pavo",Paquete 170 g,1.25,7.352941176470588,Campofrío,charcutería y quesos,bacón y salchichas
salchichas cocidas hot dog bocadillo oscar mayer classic de pollo y cerdo sabor ahumado,Paquete 275 g,1.85,6.727272727272727,Sabor,charcutería y quesos,bacón y salchichas
salchichas cocidas estilo frankfurt con queso hacendado de pollo y cerdo sabor ahumado,4 paquetes x 160 g,1.95,0.0121875,Hacendado,charcutería y quesos,bacón y salchichas
salchichas cocidas bocata hacendado de pollo y pavo sabor ahumado,2 paquetes x 200 g,1.9,0.0095,Hacendado,charcutería y quesos,bacón y salchichas
salchichas cocidas bocata gourmet hacendado de cerdo sabor ahumado,2 paquetes x 175 g,2.3,0.013142857142857142,Hacendado,charcutería y quesos,bacón y salchichas
salchichas cocidas de cerdo estilo bratwurst hacendado,2 paquetes x 175 g,2.4,0.013714285714285714,Hacendado,charcutería y quesos,bacón y salchichas
salchichas cocidas bocata queso hacendado,2 paquetes x 175 g,1.95,0.011142857142857142,Hacendado,charcutería y quesos,bacón y salchichas
salchichas cocidas bocata hacendado,2 paquetes x 175 g,1.8,0.010285714285714285,Hacendado,charcutería y quesos,bacón y salchichas
salchichas cocidas frankfurt la selva,Tarro 460 g (280 g escurrido),2.4,5.217391304347825,La Selva,charcutería y quesos,bacón y salchichas
salchichas cocidas estilo frankfurt campofrio sabor ahumado,4 paquetes x 140 g,2.45,0.0175,Campofrío,charcutería y quesos,bacón y salchichas
salchichas cocidas de cerdo hacendado estilo parrillero,Paquete 300 g,2.4,8.0,Hacendado,charcutería y quesos,bacón y salchichas
chopped cerdo hacendado lonchas,Paquete 15 ud. (250 g),1.39,0.09266666666666666,Hacendado,charcutería y quesos,chopped y mortadela
chopped cocido en lata hacendado finas lonchas,Paquete 150 g,1.71,11.4,Hacendado,charcutería y quesos,chopped y mortadela
chopped hacendado,Pieza 500 g,2.25,4.5,Hacendado,charcutería y quesos,chopped y mortadela
mortadela hacendado lonchas,Paquete 15 ud. (250 g),1.25,0.08333333333333333,Hacendado,charcutería y quesos,chopped y mortadela
mortadela con aceitunas hacendado lonchas,Paquete 15 lonchas (250 g),1.25,0.08333333333333333,Hacendado,charcutería y quesos,chopped y mortadela
mortadela italiana hacendado finas lonchas,Paquete 150 g,1.75,11.666666666666668,Hacendado,charcutería y quesos,chopped y mortadela
mortadela hacendado,Pieza 900 g,3.6,4.0,Hacendado,charcutería y quesos,chopped y mortadela
galantina con pistacho y trufa hacendado finas lonchas,Paquete 150 g,1.85,12.333333333333334,Hacendado,charcutería y quesos,chopped y mortadela
mortadela de pavo hacendado finas lonchas,Paquete 200 g,1.5,7.5,Hacendado,charcutería y quesos,chopped y mortadela
cabeza de cerdo trufa con pistachos hacendado finas lonchas,Paquete 150 g,2.25,15.0,Hacendado,charcutería y quesos,chopped y mortadela
mortadela de pavo con aceitunas hacendado finas lonchas,Paquete 200 g,1.5,7.5,Hacendado,charcutería y quesos,chopped y mortadela
fuet espetec hacendado,1 ud.,2.57,2.57,Hacendado,charcutería y quesos,embutido curado
salchichon extra hacendado lonchas,4 paquetes x 60 g,2.05,0.034166666666666665,Hacendado,charcutería y quesos,embutido curado
sticks longaniza extra hacendado,Paquete 5 sticks (50 g),1.1,22.0,Hacendado,charcutería y quesos,embutido curado
longaniza de pascua extra hacendado,Paquete 140 g,2.35,16.785714285714285,Hacendado,charcutería y quesos,embutido curado
salchichon extra hacendado lonchas,4 paquetes x 50 g,2.45,0.049,Hacendado,charcutería y quesos,embutido curado
longaniza de payes extra hacendado lonchas,"4 paquetes x 31,25 g",2.07,0.0667741935483871,Hacendado,charcutería y quesos,embutido curado
salami extra hacendado lonchas,4 paquetes x 60 g,1.95,0.0325,Hacendado,charcutería y quesos,embutido curado
salchichon extra pimienta hacendado finas lonchas,Paquete 100 g,1.85,18.5,Hacendado,charcutería y quesos,embutido curado
salchichon de cebo iberico cortado a maquina,Paquete 90 g aprox.,2.61,29.0,Desconocida,charcutería y quesos,embutido curado
salchichon de bellota iberico cortado a maquina,Paquete 90 g aprox.,3.33,37.0,Desconocida,charcutería y quesos,embutido curado
salchichon iberico extra la hacienda del iberico lonchas,"4 paquetes x 31,25 g",2.3,0.07419354838709677,La Hacienda del ibérico,charcutería y quesos,embutido curado
longaniza de pavo imperial extra hacendado,Pieza 235 g,4.2,17.872340425531917,Hacendado,charcutería y quesos,embutido curado
longaniza clasica extra hacendado,1 ud.,2.8,2.8,Hacendado,charcutería y quesos,embutido curado
longaniza de payes extra hacendado,1 ud.,4.98,4.98,Hacendado,charcutería y quesos,embutido curado
salami montañes extra el pozo,1 ud.,1.85,1.85,El Pozo,charcutería y quesos,embutido curado
salchichon cular iberico extra la hacienda del iberico,Pieza 500 g aprox.,9.5,19.0,La Hacienda del ibérico,charcutería y quesos,embutido curado
mini salchichon iberico extra la hacienda del iberico,Pieza 200 g,2.65,13.249999999999998,La Hacienda del ibérico,charcutería y quesos,embutido curado
salchichon cular iberico extra la hacienda del iberico,Pieza 820 g aprox.,15.58,19.0,La Hacienda del ibérico,charcutería y quesos,embutido curado
salchichon de bellota iberico la hacienda del iberico,Pieza 1 kg aprox.,27.0,27.0,La Hacienda del ibérico,charcutería y quesos,embutido curado
longaniza de aragon extra carnicas gallego,Pieza 250 g,3.25,13.0,Cárnicas Gállego,charcutería y quesos,embutido curado
longaniza de pavo extra hacendado lonchas,"4 paquetes x 31,25 g",2.8,0.09032258064516129,Hacendado,charcutería y quesos,embutido curado
salchichon de pavo extra hacendado lonchas,"4 paquetes x 37,5 g",2.8,0.07567567567567567,Hacendado,charcutería y quesos,embutido curado
pepperoni en lonchas hacendado,Paquete 75 g,1.6,21.333333333333336,Hacendado,charcutería y quesos,embutido curado
salami extra pimienta hacendado finas lonchas,Paquete 100 g,1.75,17.5,Hacendado,charcutería y quesos,embutido curado
chorizo pamplona extra hacendado lonchas,4 paquetes x 60 g,2.05,0.034166666666666665,Hacendado,charcutería y quesos,embutido curado
chorizo extra hacendado lonchas,4 paquetes x 60 g,2.1,0.035,Hacendado,charcutería y quesos,embutido curado
chorizo de pavo extra hacendado lonchas,"4 paquetes x 37,5 g",2.8,0.07567567567567567,Hacendado,charcutería y quesos,embutido curado
chorizo iberico extra la hacienda del iberico lonchas,"4 paquetes x 31,25 g",2.3,0.07419354838709677,La Hacienda del ibérico,charcutería y quesos,embutido curado
chorizo picante extra hacendado,Pieza 280 g,2.49,8.892857142857142,Hacendado,charcutería y quesos,embutido curado
taquitos de chorizo extra revilla,2 paquetes x 100 g,2.55,0.0255,Revilla,charcutería y quesos,embutido curado
chorizo picante extra hacendado lonchas,4 paquetes x 60 g,2.5,0.041666666666666664,Hacendado,charcutería y quesos,embutido curado
chorizo extra pimienta hacendado finas lonchas,Paquete 100 g,1.85,18.5,Hacendado,charcutería y quesos,embutido curado
chorizo de cebo iberico cortado a maquina,Paquete 90 g aprox.,2.61,29.0,Desconocida,charcutería y quesos,embutido curado
chorizo de bellota iberico cular cortado a maquina,Paquete 90 g aprox.,3.33,37.0,Desconocida,charcutería y quesos,embutido curado
chorizo dulce extra hacendado,Pieza 280 g,2.49,8.892857142857142,Hacendado,charcutería y quesos,embutido curado
mini chorizo iberico extra la hacienda del iberico,Pieza 200 g,2.65,13.249999999999998,La Hacienda del ibérico,charcutería y quesos,embutido curado
chorizo de tarancon bricio,1 ud.,3.2,3.2,Bricio,charcutería y quesos,embutido curado
chorizo cular iberico extra la hacienda del iberico,Pieza 500 g aprox.,9.5,19.0,La Hacienda del ibérico,charcutería y quesos,embutido curado
chorizo cular iberico extra la hacienda del iberico,Pieza 980 g aprox.,18.62,19.0,La Hacienda del ibérico,charcutería y quesos,embutido curado
chorizo de bellota iberico extra cular juan del roble,"Pieza 1,15 kg aprox.",31.05,27.000000000000004,Juan del Roble,charcutería y quesos,embutido curado
chorizo sarta extra ahumado de leon,Pieza 350 g,4.3,12.285714285714286,De León,charcutería y quesos,embutido curado
chorizo sarta extra picante de leon,Pieza 350 g,4.3,12.285714285714286,De León,charcutería y quesos,embutido curado
lomo embuchado hacendado lonchas,"4 paquetes x 37,5 g",2.7,0.07297297297297298,Hacendado,charcutería y quesos,embutido curado
cabecero de lomo hacendado lonchas,"4 paquetes x 31,25 g",2.3,0.07419354838709677,Hacendado,charcutería y quesos,embutido curado
butifarra catalana hacendado lonchas,Paquete 150 g,1.84,12.266666666666667,Hacendado,charcutería y quesos,embutido curado
lomo de cebo iberico cortado a maquina,Paquete 90 g aprox.,4.95,55.00000000000001,Desconocida,charcutería y quesos,embutido curado
lomo de bellota iberico cortado a maquina,Paquete 90 g aprox.,5.85,65.0,Desconocida,charcutería y quesos,embutido curado
surtido de ibericos la hacienda del iberico,Paquete 200 g,6.5,32.5,La Hacienda del ibérico,charcutería y quesos,embutido curado
lomo de pavo hacendado lonchas,"4 paquetes x 31,25 g",3.2,0.1032258064516129,Hacendado,charcutería y quesos,embutido curado
lomo hacendado,Pieza 350 g aprox.,6.13,17.514285714285716,Hacendado,charcutería y quesos,embutido curado
jamon serrano incarlopsa lonchas extrafinas,Paquete 120 g,2.45,20.416666666666668,Incarlopsa,charcutería y quesos,jamón serrano
mini taquitos de jamon incarlopsa,2 paquetes x 90 g,2.65,0.029444444444444443,Incarlopsa,charcutería y quesos,jamón serrano
jamon serrano lonchas incarlopsa,Paquete 240 g,4.1,17.083333333333332,Incarlopsa,charcutería y quesos,jamón serrano
jamon serrano cortado a maquina,Paquete 180 g aprox.,4.5,25.0,Desconocida,charcutería y quesos,jamón serrano
jamon cebo iberico cortado a maquina,Paquete 180 g aprox.,9.54,53.0,Desconocida,charcutería y quesos,jamón serrano
jamon serrano reserva cortado a tapas,Paquete 90 g aprox.,3.6,40.0,Desconocida,charcutería y quesos,jamón serrano
jamon cebo iberico cortado a tapas,Paquete 90 g aprox.,7.02,78.0,Desconocida,charcutería y quesos,jamón serrano
jamon bellota iberico cortado a tapas,Paquete 90 g aprox.,12.6,140.0,Desconocida,charcutería y quesos,jamón serrano
jamon bellota iberico 100% cortado a tapas,Paquete 90 g aprox.,14.85,165.0,Desconocida,charcutería y quesos,jamón serrano
jamon de teruel cortado a tapas,Paquete 90 g aprox.,4.95,55.00000000000001,Desconocida,charcutería y quesos,jamón serrano
jamon de cebo iberico 50% raza iberica la hacienda del iberico,Paquete 100 g,4.9,49.0,La Hacienda del ibérico,charcutería y quesos,jamón serrano
