nombre,formato,precio,precio_ud/Kg/L,marca,categoria
berenjena rebozada maheso 400 g,400 g,4.15,10.375,maheso,congelados
tomate en cubos carrefour classic 500 g,500 g,1.25,2.5,carrefour,congelados
mini bombon helado frac almendrado collection magnum 6 ud,6 ud,6.45,1.075,magnum,congelados
croquetas de boletus con champinones recetas artesanas la cocinera 400 g,400 g,6.09,15.225,la cocinera,congelados
bao buns de pato itsu 180 g,180 g,5.19,28.833333333333336,itsu,congelados
gambon entero congelado carrefour extra 500 g,500 g,6.65,13.3,carrefour,congelados
patatas en dados carrefour 450 g,450 g,1.51,3.3555555555555556,carrefour,congelados
bombon mini helado de vainilla recubierto con chocolate blanco almond magnum sin gluten 6 ud,6 ud,5.55,0.9249999999999999,magnum,congelados
langostino crudo congelado 3040 ud pescatrade 900 g,900 g,11.95,13.277777777777777,marca nacional sin marca,congelados
calamar patagonico entero congelado classic carrefour 510 g,510 g,4.85,9.509803921568627,carrefour,congelados
pizza salame vegano ristorante dr oetker 295 g ,295 g,3.75,12.711864406779661,ristorante,congelados
gambon salvaje 2 kg,2 kg,18.99,9.495,marca nacional sin marca,congelados
helado de fresa carrefour extra sin gluten sin lactosa 480 g,480 g,4.69,9.770833333333334,carrefour,congelados
pescadinos de merluza empanados congelados pescanova 800 g,800 g,9.39,11.7375,pescanova,congelados
coliflor ecologico carrefour bio 600 g,600 g,2.99,4.983333333333334,carrefour bio,congelados
risotto al funghi carrefour 300 g,300 g,2.85,9.5,carrefour,congelados
pizza tonno casa di mama dr oetker 435 g,435 g,4.59,10.551724137931034,casa di mama,congelados
chipiron en trozos congelado carrefour classic 450 g,450 g,6.99,15.533333333333333,carrefour,congelados
nachos rellenos de queso fripozo 250 g,250 g,3.95,15.8,fripozo,congelados
lasana de espinacas carrefour 500 g,500 g,2.99,5.98,carrefour,congelados
lomo de bacalao procedente de pesca sostenible congelado carrefour 300 g,300 g,6.29,20.96666666666667,carrefour,congelados
cono kinder bueno 4 ud,4 ud,4.75,1.1875,kinder,congelados
helado sabor a nocciola carrefour sensation 350 g,350 g,3.55,10.142857142857142,carrefour,congelados
ajo y perejil picado carrefour 50 g,50 g,1.79,35.8,carrefour,congelados
pizza 4 quesos ecologica carrefour bio 350 g,350 g,4.99,14.257142857142858,carrefour bio,congelados
tortillita camaron congelado extra carrefour 350 g,350 g,2.85,8.142857142857144,carrefour,congelados
hamburguesa de trigo espinaca y emmental carrefour veggie 400 g,400 g,4.99,12.475,carrefour veggie,congelados
lomos de salmon ecologico carrefour bio 220 g,220 g,9.2,41.81818181818181,carrefour bio,congelados
colas peladas de gambon crudo carrefour 250 g,250 g,6.55,26.2,carrefour,congelados
cono extreme caramel choco toffee nestle 6 ud,6 ud,5.25,0.875,extreme,congelados
pulpo congelado carrefour el mercado 15 kg aprox,15 kg,26.92,1.7946666666666669,carrefour,congelados
gambon crudo grande carrefour 2 kg,2 kg,21.6,10.8,carrefour,congelados
mini bombon helado con chocolate blanco y galleta collection magnum 6 ud,6 ud,6.45,1.075,magnum,congelados
pizza marinara italpizza 375 g,375 g,2.55,6.8,marca nacional sin marca,congelados
pizza de jamon y queso goodfellas 351 g,351 g,3.95,11.253561253561255,goodfelllas,congelados
brocoli findus 360 g,360 g,3.29,9.13888888888889,findus,congelados
sandwich mini de nata y galleta oreo 6 ud,6 ud,5.09,0.8483333333333333,oreo,congelados
conos con helado de nata y caramelo carrefour extra 6 ud,6 ud,3.39,0.5650000000000001,carrefour,congelados
helado de mango y frambuesa hagen dazs sin gluten 460 ml,460 ml,7.89,17.152173913043477,haagen dazs,congelados
gamba pelada congelada 90110 antonio y ricardo 375 g,375 g,5.49,14.64,antonio y ricardo,congelados
gyozas con sucedaneo de angulas y ajo vici 400 g,400 g,4.39,10.974999999999998,vici,congelados
conos con helado de soja valsoia 4 ud,4 ud,6.05,1.5125,valsoia,congelados
cola de rape del cabo ultracongelado 350 g aprox,350 g,8.97,25.628571428571433,carrefour,congelados
crpes empanados rellenos de bechamel con jamon y queso la cocinera 300 g,300 g,4.95,16.5,la cocinera,congelados
preparado para tortilla de patata con cebolla cocina facil findus 550 g,550 g,4.05,7.363636363636362,findus,congelados
crujientes cordon bleu valsoia 220 g,220 g,4.75,21.59090909090909,valsoia,congelados
mini bombon helado de chocolate double magnum 6 ud,6 ud,6.45,1.075,magnum,congelados
patatas kid smile mccain 650 g,650 g,4.15,6.384615384615385,mccain,congelados
langostino vannamei pelado carrefour classic 220 g,220 g,3.95,17.954545454545457,carrefour,congelados
empanadillas de carne recetas artesanas la cocinera 312 g,312 g,5.49,17.596153846153847,la cocinera,congelados
langostino extra grande cocido 2432 carrefour 800 g,800 g,9.39,11.7375,carrefour,congelados
takitos tako loco fripozo 250 g,250 g,3.29,13.16,fripozo,congelados
albondigas originales heura sin gluten 208 g,208 g,5.25,25.240384615384617,hera,congelados
rodaja de pez espada ultracongelada carrefour extra 600 g,600 g,9.49,15.816666666666668,carrefour,congelados
mimos de merluza congelados pescanova 360 g,360 g,7.69,21.361111111111114,pescanova,congelados
cigarrillos de tolosa de chocolate de nuestra tierra 200 g,200 g,4.95,24.75,de nuestra tierra,congelados
tejas de tolosa de nuestra tierra 150 g,150 g,4.15,27.66666666666667,de nuestra tierra,congelados
conos con helado de anacardos con sirope de guindas valsoia sin gluten 4 ud,4 ud,6.05,1.5125,valsoia,congelados
mini bombon helado gold caramel billionaire double magnum 6 ud,6 ud,6.45,1.075,magnum,congelados
long burger supreme heura 210 g ,210 g,5.75,27.380952380952383,hera,congelados
conos con helado de nata y galleta oreo 4 ud,4 ud,5.09,1.2725,oreo,congelados
cono de vainilla caramelo salado carrefour extra 6 uds,6 uds,3.09,0.515,carrefour,congelados
helado de vainilla caramelo brownie hagen dazs 460 ml,460 ml,7.89,17.152173913043477,haagen dazs,congelados
conos con helado de ron con pasas extrme nestle 6 ud,6 ud,5.25,0.875,extreme,congelados
helado bombon almendrado con vainilla de java nuii sin gluten 4 ud,4 ud,5.49,1.3725,nuii,congelados
patatas fritas para horno ecologicas carrefour bio 600 g,600 g,3.85,6.416666666666667,carrefour bio,congelados
bombon helado de vainilla y caramelo carrefour sensation 4 ud,4 ud,4.25,1.0625,carrefour,congelados
croquetas de jamon iberico la cocinera 340 g,340 g,5.49,16.14705882352941,la cocinera,congelados
helado de cookie vermont ster sundae ben  jerrys 427 ml,427 ml,7.79,18.243559718969557,benjerrys,congelados
espinacas a a la crema findus 450 g,450 g,4.39,9.755555555555555,findus,congelados
filete de salmon dimar 360 g,360 g,6.49,18.02777777777778,Desconocida,congelados
takitos crazy burrito fripozo 250 g,250 g,3.25,13.0,fripozo,congelados
helado bombon mininocciola comensal 6 uds,6 uds,3.65,0.6083333333333333,comensal,congelados
tagliatelle carbonara carrefour 300 g,300 g,2.75,9.166666666666668,carrefour,congelados
pechuga de pollo estilo kentucky maheso 250 g,250 g,4.15,16.6,maheso,congelados
langostino extra crudo pescanova 800 g,800 g,12.15,15.1875,pescanova,congelados
helado crema nata con salsa de mango ben  jerrys 391 g ,391 g,6.99,17.877237851662404,benjerrys,congelados
canelones de espinacas y queso carrefour 500 g,500 g,2.99,5.98,carrefour,congelados
helado sabor a speculoos carrefour sensation 300 g,300 g,3.25,10.833333333333334,carrefour,congelados
habas babys findus 400 g,400 g,5.65,14.125,findus,congelados
cono de chocolate con avellana carrefour sensation 4 uds,4 uds,2.55,0.6375,carrefour,congelados
lomos de bacalao congelado 500 g aprox,500 g,11.0,22.0,carrefour,congelados
mini bombon helado sabor pink lemonade euphoria magnun 6 ud,6 ud,6.45,1.075,magnum,congelados
cono filipinos cornetto disc 4 ud,4 ud,5.25,1.3125,cornetto,congelados
pizza speciale casa di mama dr oetker 415 g,415 g,4.99,12.024096385542169,casa di mama,congelados
mini bombon helado chocolate y caramelo double magnum 6 ud,6 ud,6.45,1.075,magnum,congelados
helado proteina con cacahuete carrefour sensation sin gluten y sin azucar anadido 300 g,300 g,3.29,10.966666666666667,carrefour,congelados
nuggets chilli cheese pickers by mccain 230 g,230 g,4.45,19.347826086956523,mccain,congelados
menestra de la huerta findus 650 g,650 g,5.55,8.538461538461538,findus,congelados
croquetas de espinacas recetas artesanas la cocinera 400 g,400 g,5.55,13.874999999999998,la cocinera,congelados
seleccion de setas enteras findus 300 g,300 g,4.59,15.3,findus,congelados
helado mini utopia magnum 6 uds,6 uds,6.69,1.115,magnum,congelados
mini bombon helado chocolate blanco almendrado extra carrefour 8 ud,8 ud,2.99,0.37375,carrefour,congelados
nuggets originales heura 400 g,400 g,8.99,22.474999999999998,hera,congelados
helado bombon clasico magnun sin gluten 6 ud,6 ud,7.95,1.325,magnum,congelados
merluza argentina sin cabeza carrefour el mercado 750 g aprox,750 g,5.21,6.946666666666666,carrefour,congelados
cono helado de vainilla con nueces pecanas y dulce de arce carrefour extra 6 uds,6 uds,4.35,0.725,carrefour,congelados
nuggets vegetal carrefour sensation 275 g,275 g,3.39,12.327272727272726,carrefour,congelados
moussaka berenjena pollo y cerdo sensation carrefour 500 g,500 g,4.05,8.1,carrefour,congelados
conos con helado de nata y salsa de chocolate soft cornetto 4 ud,4 ud,5.45,1.3625,cornetto,congelados
mini helado bombon speculoos carrefour sensation 6 uds,6 uds,2.09,0.34833333333333333,carrefour,congelados
tronquitos de merluza carrefour extra 500 g,500 g,5.05,10.1,carrefour,congelados
bao de pollo carrefour sensation 180 g,180 g,3.85,21.38888888888889,carrefour,congelados
escalopines vegetal carrefour sensation 270 g,270 g,3.49,12.925925925925926,carrefour,congelados
navajas crudas procedente de pesca sostenible carrefour 500 g,500 g,6.45,12.9,carrefour,congelados
fingers vegetal sabor pollo carrefour sensation 275 g,275 g,3.49,12.690909090909091,carrefour,congelados
tiras de calabacin rebozas y prefritas maheso 300 g,300 g,3.29,10.966666666666667,maheso,congelados
gamba salvaje pelada cruda 88123 piezas grand krust 600 g,600 g,17.95,29.916666666666668,grand krust,congelados
nachos crujientes cheddar pickers by mccain 230 g,230 g,4.55,19.782608695652172,mccain,congelados
burger bulgur y garbanzos a la provenzal carrefour veggie 400 g,400 g,4.99,12.475,carrefour veggie,congelados
fingers vegetal sabor mozzarella sensation carrefour 275 g,275 g,3.49,12.690909090909091,carrefour,congelados
gamba cocida gambafresh 750 g,750 g,12.25,16.333333333333332,gambafresh,congelados
albondigas de proteinas de guisantes green cuisine findus 240 g,240 g,5.15,21.458333333333336,green cuisine,congelados
helado pirulo mini tropical nestle sin gluten 6 ud,6 ud,5.49,0.915,pirulo,congelados
bombon helado de vainilla con chocolate blanco magnum sin gluten 6 ud,6 ud,7.95,1.325,magnum,congelados
muslitos de mar sabor cangrejo pescanova 250 g,250 g,2.99,11.96,pescanova,congelados
bombon almond remix magnum 3 ud,3 ud,5.05,1.6833333333333333,magnum,congelados
pizza margarita goodfellas 334 g,334 g,3.99,11.946107784431138,goodfelllas,congelados
gamba pelada salvaje cruda congelada 5388 piezas grand krust 600 g,600 g,20.1,33.50000000000001,grand krust,congelados
bocas y pechos cocidos carrefour 540 g,540 g,12.39,22.944444444444443,carrefour,congelados
langostino crudo congelado pescatrade 1 kg,1 kg,10.95,10.95,marca nacional sin marca,congelados
burguer deluxe garden gourmet 180 g,180 g,3.59,19.944444444444443,garden gourmet,congelados
gambon argentino pelado mares del sur 250 g,250 g,8.39,33.56,Desconocida,congelados
bogavante procedente de pesca sostenible crudo congelado carrefour 400 g,400 g,16.05,40.125,carrefour,congelados
gamba blanca cocida congelada carrefour extra 500 g,500 g,10.65,21.3,carrefour,congelados
coco helado gely 2 uds,2 uds,2.75,1.375,gely,congelados
salteado de verduras especial wok grand krust 350 g,350 g,4.05,11.571428571428571,grand krust,congelados
helado de crema de cafe hagen dazs sin gluten 460 ml,460 ml,7.89,17.152173913043477,haagen dazs,congelados
corazones de alcachofa troceados findus 300 g,300 g,5.49,18.3,findus,congelados
alitas de pollo estilo americano la cocinera 400 g,400 g,5.55,13.874999999999998,la cocinera,congelados
carne de vieira con coral congelada carrefour el mercado 250 g,250 g,11.95,47.8,carrefour,congelados
cornetto sandwich filipinos negros heartbrand 4 ud,4 ud,6.59,1.6475,cornetto,congelados
lomos de bacalao sin sal carrefour el mercado 300 g,300 g,8.95,29.833333333333332,circulo de calidad,congelados
bombon helado almendrado sin azucares anadidos nestle 3 ud,3 ud,6.59,2.1966666666666668,nestle,congelados
lomos de bacalao ultracongelado pescanova 300 g,300 g,8.39,27.96666666666667,pescanova,congelados
preparado para tortilla de patata con cebolla caramelizada verleal sin gluten 450 g,450 g,4.45,9.88888888888889,verleal,congelados
helado vegetal sabor chocolate y brownie carrefour sensation 300 g,300 g,3.65,12.166666666666666,carrefour,congelados
croquetas de bacalao con cebolla caramelizada la cocina de senen sin gluten 250 g,250 g,4.59,18.36,la cocina de senen,congelados
cigala cruda congelada carrefour extra 800 g,800 g,23.2,28.999999999999996,carrefour,congelados
supremas de atun congelado findus 230 g,230 g,10.15,44.130434782608695,findus,congelados
nuggets de proteina de guisante y trigo green cuisine findus 250 g,250 g,4.99,19.96,green cuisine,congelados
pechuga de pollo cryspy chicken americana fripozo 230 g,230 g,3.59,15.608695652173912,fripozo,congelados
patatas original tradition mccain 25 kg,25 kg,8.95,0.358,mccain,congelados
guisantes salteados con jamon findus 230 g,230 g,3.59,15.608695652173912,findus,congelados
arroz con pollo tikka masala findus 400 g,400 g,5.09,12.725,findus,congelados
helado con caramelo y cobertura de cacao mars 5 uds,5 uds,5.09,1.018,mars,congelados
bombon helado classico blanco y almendras magnun sin gluten 6 ud,6 ud,7.95,1.325,magnum,congelados
burgers de proteina de soja y guisantes con especias ultracongeladas green cuisine findus 209 g,209 g,4.85,23.205741626794257,green cuisine,congelados
pizza de queso take away goodfellas 555 g,555 g,5.75,10.36036036036036,goodfelllas,congelados
tarrina sundae marshmellow  more ben  jerrys 427 ml,427 ml,7.79,18.243559718969557,benjerrys,congelados
porciones de rape sin piel crudas delfin 300 g,300 g,4.49,14.966666666666669,delfin,congelados
helado con cacahuetes caramelo blando cubierto con manteca de cacao snickers white 5 uds,5 uds,5.09,1.018,snicker,congelados
mini bombon helado de coco con trocitos de almendras sensation carrefour 4 ud,4 ud,4.35,1.0875,carrefour,congelados
pochas findus 400 g,400 g,7.19,17.975,findus,congelados
pulpo cocido troceado congelado carrefour 285 g,285 g,10.95,38.421052631578945,carrefour,congelados
crepe rellena de crema para untar de avellanas y cacao nutella 240 g,240 g,6.59,27.458333333333332,nutella,congelados
espinacas en hojas ultracongeladas findus 400 g,400 g,2.99,7.4750000000000005,findus,congelados
puntilla limpia cruda congelada delfin 450 g,450 g,5.29,11.755555555555555,delfin,congelados
preparado para paella de marisco findus sin gluten 400 g,400 g,5.79,14.475,findus,congelados
helado caramel y nuts bar magnum 4 uds,4 uds,4.99,1.2475,magnum,congelados
sandwich de soja valsoia 8 ud,8 ud,6.05,0.75625,valsoia,congelados
mini conos de chocolate negro y chocolate blanco carrefour extra 10 uds,10 uds,2.75,0.275,carrefour,congelados
bombon helado kinder chocolate 4 ud,4 ud,4.75,1.1875,kinder,congelados
tarta tatin ultacongelada carrefour 600 g,600 g,6.79,11.316666666666666,carrefour,congelados
preparado de marisco para paella delfin 480 g,480 g,4.65,9.687500000000002,delfin,congelados
tiras estilo americano de proteina de guisante y trigo green cuisine findus 210 g,210 g,4.95,23.571428571428573,green cuisine,congelados
salmon plateado grand krust 150 g,150 g,5.85,39.0,grand krust,congelados
helado salt caramel brownie ben  jerrys 10 uds,10 uds,4.99,0.499,benjerrys,congelados
carne de vieira con coral congelada carrefour extra 300 g,300 g,14.99,49.96666666666667,carrefour,congelados
langostino vannamei congelado pescanova 180 g,180 g,5.99,33.27777777777778,pescanova,congelados
barritas de surimi krissia sin gluten sin lactosa 400 g,400 g,5.15,12.875,krissia,congelados
bombon helado de chocolate doble cobertura gely 6 uds,6 uds,3.65,0.6083333333333333,gely,congelados
tiras de pollo estilo americano la cocinera 360 g,360 g,5.69,15.805555555555557,la cocinera,congelados
preparado alimenticio vegetal congelado con sabor a pollo valsoia 200 g,200 g,5.85,29.249999999999996,valsoia,congelados
buey de mar cocido congelado extra carrefour 400 g,400 g,7.85,19.624999999999996,carrefour,congelados
tarta helada biscoff 358 g,358 g,5.59,15.614525139664805,lotus,congelados
helado sabor galleta con caramelo magnum 4 ud,4 ud,4.99,1.2475,magnum,congelados
bocas de cangrejo africano crudas carrefour extra 500 g,500 g,9.85,19.7,carrefour,congelados
langostino cocido extra pescanova 800 g,800 g,12.15,15.1875,pescanova,congelados
carabinero crudo congelado carrefour extra 400 g,400 g,47.1,117.75,carrefour,congelados
tortilla de patatas la cocina de senen sin gluten 400 g,400 g,6.39,15.974999999999998,la cocina de senen,congelados
samosas vegetales tiger khan 200 g,200 g,4.69,23.45,tiger khan,congelados
esparrago verde entero findus 200 g,200 g,5.59,27.95,findus,congelados
salchichas cubiertas de hojaldre horneadas pukka pies 170 g,170 g,2.29,13.470588235294118,pukka pies,congelados
croquetas de marisco la cocina de senen 200 g,200 g,4.59,22.95,la cocina de senen,congelados
sepia limpia cruda congelada delfin 400 g,400 g,7.69,19.225,delfin,congelados
pincho de huevo con bacon y patata la cocina de senen sin gluten 120 g,120 g,10.59,88.25,la cocina de senen,congelados
patatas original steakhouse mccain 1 kg,1 kg,4.15,4.15,mccain,congelados
pechuga de pollo cryspy chicken mexicana fripozo 230 g,230 g,3.09,13.43478260869565,fripozo,congelados
pechuga estilo kentucky maheso sin gluten 225 g,225 g,4.99,22.177777777777777,maheso,congelados
chicken bites la cocinera 250 g,250 g,5.39,21.56,la cocinera,congelados
porciones de carne de pavo rebozadas maheso sin gluten 400 g,400 g,3.55,8.874999999999998,maheso,congelados
filetes de haddock youngs 440 g,440 g,14.75,33.52272727272727,youngs,congelados
cigalas crudas congeladas carrefour extra 700 g,700 g,25.1,35.85714285714286,carrefour,congelados
lomo extra de salmon noruego sin espinas congelado carrefour el mercado 500 g,500 g,24.95,49.9,carrefour,congelados
necoras cocidas carrefour 500 g,500 g,7.49,14.98,carrefour,congelados
alitas de pollo marinadas sabor barbacoa la cocinera 300 g,300 g,5.59,18.633333333333333,la cocinera,congelados
gamba blanca cruda carrefour extra 1 kg,1 kg,15.05,15.05,carrefour,congelados
bocaditos de gamba al ajillo ultracongelados delfin 200 g,200 g,5.55,27.749999999999996,delfin,congelados
cigala cruda congelada delfin 700 g,700 g,21.9,31.285714285714285,delfin,congelados
tortilla de patatas con cebolla la cocina de senen sin gluten 600 g,600 g,7.89,13.15,la cocina de senen,congelados
dim sum al vapor carrefour sensation 270 g,270 g,3.99,14.777777777777777,carrefour,congelados
pulpo crudo entero congelado carrefour 1350 g,1350 g,26.1,19.333333333333332,carrefour,congelados
langostino marfil 1624 carrefour extra 800 g,800 g,23.3,29.125,carrefour,congelados
mix de brochetas yakitori  yaki tsukune carrefour sensation 200 g,200 g,4.99,24.95,carrefour,congelados
gambas al ajillo la gula del norte 230 g,230 g,6.65,28.91304347826087,la gula del norte,congelados
pad thai de pollo carrefour sensation 350 g,350 g,4.99,14.257142857142858,carrefour,congelados
risotto de setas maheso 350 g,350 g,2.19,6.257142857142857,maheso,congelados
braseado verdura con pollo carrefour 450 g,450 g,2.45,5.444444444444445,carrefour,congelados
jamoncitos de pollo congelado 1 kg,1 kg,3.3,3.3,Desconocida,congelados
nuggets rebozado fino recetas crujientes la cocinera 400 g,400 g,4.95,12.375,la cocinera,congelados
empanadillas de atun carrefour 500 g,500 g,1.9,3.8,carrefour,congelados
yuca en trozos goya 500 g,500 g,1.9,3.8,goya,congelados
pizza de atun fina y crujiente forno di pietra buitoni 345 g,345 g,3.65,10.579710144927537,buitoni,congelados
pizza barbacoa carrefour 350 g,350 g,2.15,6.142857142857143,carrefour,congelados
nuggets recetas crujientes la cocinera 350 g,350 g,4.95,14.142857142857144,la cocinera,congelados
croquetas de cocido casero y jamon serrano la cocinera 500 g ,500 g,4.95,9.9,la cocinera,congelados
bombon after dinner classic magnun sin gluten 8 ud,8 ud,5.55,0.69375,magnum,congelados
sandwich cookie maxibon nestle 4 ud,4 ud,6.49,1.6225,maxibon,congelados
pizza mozzarella ristorante dr oetker 355 g,355 g,3.75,10.563380281690142,ristorante,congelados
croquetas de jamon iberico la cocinera 400 g,400 g,4.95,12.375,la cocinera,congelados
galletas para helados mels 20 ud,20 ud,0.54,0.027000000000000003,mels,congelados
conos con helado de tres chocolates carrefour 6 ud,6 ud,3.09,0.515,carrefour,congelados
helado sorbete de limon carrefour 580 g,580 g,2.35,4.051724137931035,carrefour,congelados
mango congelado carrefour 450 g,450 g,3.59,7.977777777777777,carrefour,congelados
pizza de espinacas ristorante dr oetker 390 g,390 g,3.75,9.615384615384615,ristorante,congelados
baguettes de atun carrefour classic 262 g,262 g,1.99,7.595419847328244,carrefour,congelados
helado chocolate fudge brownie ben  jerrys 465 ml,465 ml,6.99,15.032258064516128,benjerrys,congelados
canelones de carne la cocinera 500 g,500 g,4.35,8.7,la cocinera,congelados
helado de menta chocolate extra carrefour 1000 ml,1000 ml,3.09,3.09,carrefour,congelados
patatas fritas corte fino especial horno carrefour classic 600 g,600 g,1.44,2.4,carrefour,congelados
brocoli ultracongelado carrefour classic 900 g,900 g,2.09,2.322222222222222,carrefour,congelados
langostino salvaje cocido 2432 carrefour extra 800 g,800 g,17.25,21.5625,carrefour,congelados
langostinos blancos crudos congelados gambafresh 750 g,750 g,14.99,19.986666666666668,gambafresh,congelados
carne zamburina congelado delfin 270 g,270 g,12.09,44.77777777777777,delfin,congelados
bacalao troceado congelado 400 g,400 g,3.95,9.875,carrefour,congelados
pizza salame buitoni 195 g,195 g,2.39,12.256410256410257,buitoni,congelados
pizza burguer buitoni 195 g,195 g,2.39,12.256410256410257,buitoni,congelados
pizza mozzarella buitoni 195 g,195 g,2.39,12.256410256410257,buitoni,congelados
filetes de merluza argentina sin piel ultracongelados pescanova 400 g,400 g,5.99,14.975,pescanova,congelados
pizza espinacas buitoni 195 g,195 g,2.39,12.256410256410257,buitoni,congelados
viera rellena de buey de mar y centollo 100 g,100 g,2.49,24.900000000000002,Desconocida,congelados
hielo en cubitos carrefour classic 2 kg,2 kg,1.11,0.555,carrefour,congelados
hielo cocktail carrefour 2 kg,2 kg,1.36,0.68,carrefour,congelados
porciones vegetarianas a base de proteina de soja y gluten de trigo garden gourmet 180 g,180 g,3.55,19.72222222222222,garden gourmet,congelados
helado de vainilla y macadamia con salsa de caramelo carrefour sensation 900 ml,900 ml,3.29,3.6555555555555554,carrefour,congelados
patatas corte para bravas carrefour 750 g,750 g,1.69,2.2533333333333334,carrefour,congelados
lomos de merluza del cabo con piel ultracongelados pescanova 400 g,400 g,7.39,18.474999999999998,pescanova,congelados
arandanos congeladas fruiteelicious 300 g,300 g,2.79,9.3,fruiteedelicious,congelados
crepes jamon y queso carrefour pack de 6 unidades de 50 g,pack de 6 unidades de 50 g,1.99,6.633333333333334,carrefour,congelados
frutos rojo congelados fruiteelicious 300 g,300 g,2.25,7.5,fruiteedelicious,congelados
capricho mar pescanova 600 g,600 g,4.69,7.816666666666667,pescanova,congelados
solomillo de pollo kentucky fripozo 250 g,250 g,3.75,15.0,fripozo,congelados
pizza margherita italpizza 410 g,410 g,3.99,9.731707317073171,marca nacional sin marca,congelados
maiz dulce en grano carrefour 400 g,400 g,1.24,3.0999999999999996,carrefour,congelados
bombones helados salted caramel  almond magnum 12 ud,12 ud,5.55,0.46249999999999997,magnum,congelados
preparado vegetariano a base de proteinas de soja y trigo classic filet garden gourmet 150 g,150 g,4.25,28.333333333333336,garden gourmet,congelados
granizado de limon carrefour sensation sin gluten pack de 6 unidades de 200 ml,pack de 6 unidades de 200 ml,2.59,2.158333333333333,carrefour,congelados
sandwich de nata nordwik 5 uds,5 uds,1.99,0.398,Desconocida,congelados
bombones helados gold caramel billionaire magnum 12 ud,12 ud,5.55,0.46249999999999997,magnum,congelados
cebolla cubos carrefour 400 g,400 g,0.93,2.325,carrefour,congelados
chipiron enharinado congelado carrefour 300 g,300 g,4.85,16.166666666666668,carrefour,congelados
soup dumplings de pollo itsu 168 g,168 g,4.45,26.488095238095237,itsu,congelados
gamba arrocera congelada 500 g aprox,500 g,5.94,11.88,marca nacional sin marca,congelados
filetes de merluza al huevo pescanova sin gluten 400 g,400 g,7.09,17.724999999999998,pescanova,congelados
menestra de verduras ecologicas carrefour bio 600 g,600 g,3.15,5.25,carrefour bio,congelados
preparado vegetal estilo filete de pescado rebozado heura 160 g,160 g,5.59,34.9375,hera,congelados
patatas chef gourmet mccain 500 g,500 g,3.65,7.3,mccain,congelados
pizza margarita pack de 3 pizzas de 300 g,pack de 3 pizzas de 300 g,3.75,12.5,simpl,congelados
mini sandwich sabor vainilla sensation carrefour 6 ud,6 ud,2.95,0.4916666666666667,carrefour,congelados
helado caramel brownie party benjerrys 465 ml,465 ml,6.99,15.032258064516128,benjerrys,congelados
porciones vegetarianas a base de espinacas arroz y queso garden gourmet 180 g,180 g,4.25,23.61111111111111,garden gourmet,congelados
bogavante crudo chef del mar 400 g aprox,400 g,15.89,39.725,marca nacional sin marca,congelados
langostino vannamei cocido pelado carrefour classic 220 g,220 g,4.75,21.59090909090909,carrefour,congelados
langostino vannamei cocido 3040 piezas carrefour classic 400 g,400 g,4.69,11.725,carrefour,congelados
cono white kinder bueno 4 d,1 paquete,4.75,4.75,kinder,congelados
steamed dumplings vegetales itsu 168 g,168 g,4.45,26.488095238095237,itsu,congelados
ensalada de algas wakame 125 g,125 g,1.67,13.36,marca nacional sin marca,congelados
tarta helada al whisky nestle helados 580 g,580 g,13.19,22.74137931034483,nestle,congelados
helado de cacahuetes y caramelo blando cubierto por una capa de cacao snickers 5 ud,5 ud,5.09,1.018,snicker,congelados
conos con helado kit kat nestle 4 ud,4 ud,5.25,1.3125,nestle,congelados
buey de mar cocido 600 g,600 g,10.95,18.25,marca  nacional sin marca,congelados
langostino cocido congelado 3040 ud pescatrade 900 g,900 g,11.95,13.277777777777777,marca nacional sin marca,congelados
varitas tipo pescado green cuisine findus 336 g,336 g,4.85,14.434523809523808,findus,congelados
canelones con espinacas sin gluten schr sin gluten 300 g,300 g,5.45,18.166666666666668,schar,congelados
filetes de bacalao congelados dimar 360 g,360 g,9.25,25.694444444444446,dimar,congelados
rissoto de setas findus 400 g,400 g,4.45,11.125,findus,congelados
batata carrefour extra 500 g,500 g,2.49,4.98,carrefour,congelados
empanada  de carne pukka pies 240 g,240 g,4.19,17.458333333333336,pukka pies,congelados
arandanos carrefour classic 650 g,650 g,4.45,6.846153846153846,carrefour,congelados
langostino crudo congelado ecologico 500 g,500 g,10.95,21.9,marca  nacional sin marca,congelados
langostinos pink ultracongelado caja de 500 g,500 g,8.95,17.9,marca  nacional sin marca,congelados
mini sandwich sabor pop corn carrefour sensation 6 ud,6 ud,2.99,0.49833333333333335,carrefour,congelados
langostino cocido congelado ecologico 500 g,500 g,10.95,21.9,marca nacional sin marca,congelados
sandwich nata super gely 6 uds,6 uds,3.69,0.615,gely,congelados
frambuesas carrefour classic 500 g,500 g,5.59,11.18,carrefour,congelados
langostino cocido congelado 900 g,900 g,10.95,12.166666666666666,marca nacional sin marca,congelados
pizza brezel 5 quesos buitoni 410 g,410 g,4.75,11.585365853658537,buitoni,congelados
salteadas al ajillo la gula del norte 230 g,230 g,6.65,28.91304347826087,la gula del norte,congelados
pan de molde integral warburtons 800 g,800 g,5.25,6.5625,warburtons,congelados
tarta donuts glace 360 g,360 g,9.95,27.63888888888889,donuts,congelados
gambon n 2 congelado 500 g aprox,500 g,4.75,9.5,marca nacional sin marca,congelados
buey de mar cocido globalimar pieza 1 kg,1 kg,12.99,12.99,Desconocida,congelados
