nombre,formato,precio,precio_ud/Kg/L,marca,categoria
preparado picada mixta boloñesa 250 gr,250 gr,2.85,11.4,CONSUM,frescos
preparado picada pollo 400 gr,400 gr,3.69,9.23,CONSUM,frescos
preparado picada de vacuno 400 gr,400 gr,4.39,10.98,CONSUM,frescos
pulpo  cocido 250 gr,250 gr,10.95,43.8,CONSUM,frescos
queso  lonchas fundido 16 lonchas 300 gr,300 gr,1.33,4.43,CONSUM,frescos
queso curado mezcla cuña,1 paquete,3.97,12.2,CONSUM,frescos
queso edam lonchas 200 gr,200 gr,1.68,8.4,CONSUM,frescos
queso fresco 0% pack de 2 unidades 2 x 250 gr,pack de 2 unidades,2.05,4.1,CONSUM,frescos
"queso fresco 0% pack de 4 unidades 4 x 62,5 gr",pack de 4 unidades,1.15,4.6,CONSUM,frescos
queso fresco pack de 2 unidades 2 x 250 gr,pack de 2 unidades,2.05,4.1,CONSUM,frescos
"queso fresco pack de 4 unidades 4 x 62,5 gr",pack de 4 unidades,1.15,4.6,CONSUM,frescos
queso fresco tradicional tarrina 250 gr,250 gr,2.45,9.8,CONSUM,frescos
"queso fresco sin sal pack de 4 unidades 4 x 62,5 gr",pack de 4 unidades,1.75,7.0,CONSUM,frescos
queso fundido light 16 lonchas 300 gr,300 gr,1.89,6.3,CONSUM,frescos
queso fundido light porciones 250 gr,250 gr,1.65,6.6,CONSUM,frescos
queso fundido porciones 250 gr,250 gr,1.51,6.04,CONSUM,frescos
queso gouda semi cuña 300 gr,300 gr,3.39,11.3,CONSUM,frescos
queso gouda tierno cuña 350 gr,350 gr,3.25,9.29,CONSUM,frescos
queso havarti lonchas igp 300 gr,300 gr,3.55,11.83,CONSUM,frescos
queso maasdam cuña 375 gr,375 gr,3.47,9.25,CONSUM,frescos
queso manchego viejo d.o.p cuña 250 gr,250 gr,5.03,20.12,CONSUM,frescos
queso mezcla curado precortado l.pasteurizad 250 gr,250 gr,3.78,15.12,CONSUM,frescos
queso mezcla semi lonchas 200 gr,200 gr,2.44,12.2,CONSUM,frescos
queso mezcla viejo cuña,1 paquete,4.27,14.22,CONSUM,frescos
queso mozzarella fresca 125 gr,125 gr,1.0,8.0,CONSUM,frescos
queso oveja leche cruda,1 paquete,4.63,18.51,CONSUM,frescos
queso rallado 4 quesos 200 gr,200 gr,2.03,10.15,CONSUM,frescos
queso rallado emmental 200 gr,200 gr,1.73,8.65,CONSUM,frescos
queso rallado gouda 200 gr,200 gr,1.69,8.45,CONSUM,frescos
queso rallado hilo 110 gr,110 gr,0.78,7.09,CONSUM,frescos
queso rallado sin lactosa 150 gr,150 gr,1.8,12.0,CONSUM,frescos
queso rallado en polvo 150 gr,150 gr,1.35,9.0,CONSUM,frescos
queso semicurado cuña,1 paquete,3.27,10.04,CONSUM,frescos
queso semicurado precortado 250 gr,250 gr,3.37,13.48,CONSUM,frescos
queso tierno bajo en sal cuña,1 paquete,2.91,11.62,CONSUM,frescos
queso tierno cuña,1 paquete,3.01,9.25,CONSUM,frescos
queso tierno light cuña,1 paquete,2.91,11.62,CONSUM,frescos
queso tierno light lonchas 200 gr,200 gr,2.37,11.85,CONSUM,frescos
queso tierno mezcla lonchas 200 gr,200 gr,1.99,9.95,CONSUM,frescos
queso tierno precortado 250 gr,250 gr,3.12,12.48,CONSUM,frescos
queso untar light tarrina 250 gr,250 gr,1.33,5.32,CONSUM,frescos
queso untar natural tarrina 250 gr,250 gr,1.33,5.32,CONSUM,frescos
queso sin lactosa lonchas 150 gr,150 gr,2.04,13.6,CONSUM,frescos
rulo de cabra 180 gr,180 gr,2.11,11.72,CONSUM,frescos
rucula bolsa 50 gr,50 gr,0.83,16.6,CONSUM,frescos
salami extra lonchas 4 x 60 gr,4 x 60,1.95,8.13,CONSUM,frescos
salchichas bockwurst 2 x 200 gr,2 x 200,2.09,5.23,CONSUM,frescos
salchichas bratwurst 2 unidades 2 x 200 gr,2 x 200,2.74,6.85,CONSUM,frescos
salchichas frankfurt 2 unidades 2 x 200 gr,2 x 200,2.62,6.55,CONSUM,frescos
salchichas frankfurt sabor ahumado 3 x 165 gr,3 x 165,1.4,2.83,CONSUM,frescos
salchichas viena 2 unidades 2 x 175 gr,2 x 175,1.8,5.14,CONSUM,frescos
salchichas con queso 7 unidades 3 x 140 gr,3 x 140,1.34,3.19,CONSUM,frescos
salchichas de pavo 7 unidades 3 x 140 gr,3 x 140,1.6,3.81,CONSUM,frescos
salchichon extra lonchas 4 x 60 gr,4 x 60,2.05,8.54,CONSUM,frescos
salmon ahumado noruego 100 gr,100 gr,3.8,38.0,CONSUM,frescos
salmon ahumado noruego 200 gr,200 gr,7.55,37.75,CONSUM,frescos
salmon ahumado noruego marinado 80 gr,80 gr,3.5,43.75,CONSUM,frescos
san jacobo 300 gr,300 gr,3.0,10.0,CONSUM,frescos
secreto de cerdo,1 paquete,4.28,7.1,CONSUM,frescos
solomillo de cerdo,1 paquete,4.4,8.8,CONSUM,frescos
solomillo de pollo .,1 paquete,4.2,8.39,CONSUM,frescos
tabla mixta de quesos 150 gr,150 gr,2.99,19.93,CONSUM,frescos
taquitos adobados,1 paquete,3.07,8.75,CONSUM,frescos
taquitos de salmon ahumado noruego 75 gr,75 gr,2.85,38.0,CONSUM,frescos
ajo ecologico 200 gr,200 gr,2.39,11.95,CONSUM ECO,frescos
limon ecologico 500 gr,500 gr,2.15,4.3,CONSUM ECO,frescos
"patata eco malla 1,5 kg","1,5 kg",2.99,1.99,CONSUM ECO,frescos
platano canario igp bandeja,1 paquete,3.9,4.49,CONSUM ECO,frescos
burger ternera gallega 240 gr,240 gr,4.35,18.13,COREN,frescos
hamburguesa de ternera ecologica 240 gr,240 gr,4.85,20.21,COREN,frescos
lomo de añojo,1 paquete,27.35,27.35,COREN,frescos
smash burger meat vacuno 320 gr,320 gr,4.29,13.41,COREN,frescos
solomillo de añojo,1 paquete,14.62,48.7,COREN,frescos
chorizo iberico extra cebo de campo,1 paquete,22.9,22.9,CORTE NOBLE,frescos
salchichon iberico extra cebo de campo,1 paquete,22.9,22.9,CORTE NOBLE,frescos
crema de queso finas hierbas 150 gr,150 gr,2.13,14.2,CREMETTE,frescos
olivada arbequina tarro 135 gr,135 gr,1.95,14.44,D'ATENEA,frescos
olivada frasco 135 gr,frasco 135 g,1.95,14.44,D'ATENEA,frescos
preparado para cocido,1 paquete,8.69,8.69,DADYMA,frescos
chuleta vaca madurada,1 paquete,9.08,32.4,DALICIA,frescos
solomillo vaca madurada,1 paquete,14.4,47.95,DALICIA,frescos
piña del monte entera,1 paquete,6.36,2.99,DEL MONTE,frescos
piña del monte partida,1 paquete,3.52,3.34,DEL MONTE,frescos
crema de queso con cebollino 125 gr,125 gr,2.07,16.56,DELITUSS,frescos
ensalada pan bao completa 265 gr,265 gr,3.99,15.06,DI QUE SI,frescos
ensalada completa queso de cabra 145 gr,145 gr,3.35,23.1,DIQUESÍ,frescos
q. oveja manchego dop leche pasteurizada,1 paquete,26.5,26.5,DON JULIÁN,frescos
mousse de pato 75 gr,75 gr,1.35,18.0,DU PRINCE,frescos
mousse de pato pimienta negra 75 gr,75 gr,1.35,18.0,DU PRINCE,frescos
mousse de pato con arandanos 75 gr,75 gr,1.35,18.0,DU PRINCE,frescos
queso proteinico 200 gr,200 gr,3.93,19.65,EATLEAN,frescos
jamon serrano reserva loncheado 2 x 170 gr,2 x 170,5.49,16.15,EDIGAPA,frescos
panceta curada salada,1 paquete,14.9,14.9,EDIGAPA,frescos
panceta natural curada duroc 120 gr,120 gr,2.35,19.58,EDIGAPA,frescos
taquitos de chorizo 100 gr,100 gr,1.55,15.5,EDIGAPA,frescos
queso fundido lonchas sin lactosa 185 gr,185 gr,2.45,13.24,EL CASERIO,frescos
queso fundido porciones 250 gr,250 gr,2.99,11.96,EL CASERIO,frescos
queso lonchas 150 gr,150 gr,1.69,11.27,EL CASERIO,frescos
queso rallado 4 quesos 100% natural 120 gr,120 gr,2.99,24.92,EL CASERIO,frescos
queso rallado filatto bolsa 80 gr,80 gr,1.63,20.38,EL CASERIO,frescos
albahaca bandeja 20 gr,20 gr,1.5,7.5,EL DULZE,frescos
cebollino bandeja 20 gr,20 gr,1.8,9.0,EL DULZE,frescos
cilantro bandeja 20 gr,20 gr,1.25,6.25,EL DULZE,frescos
hierbabuena bandeja 20 gr,20 gr,1.25,6.25,EL DULZE,frescos
rabanito bolsa 250 gr,250 gr,1.14,4.56,EL DULZE,frescos
queso cabrales d.o.p leche cruda de vaca,1 paquete,26.9,26.9,EL MOLIN,frescos
lonchas de queso semicurado santtum 80 gr,80 gr,1.59,19.88,EL PASTOR,frescos
perlas de queso rellenas de frambuesa 125 gr,125 gr,2.85,22.8,EL PASTOR,frescos
queso delicias de cabra leche pasteurizada,1 paquete,24.5,24.5,EL PASTOR,frescos
queso tapas cortaditas mezcla curado santtum 165 gr,165 gr,3.29,19.94,EL PASTOR,frescos
queso tierno lonchas light bajo en sal santtum 80 gr,80 gr,1.69,21.13,EL PASTOR,frescos
rulo de vaca 140 gr,140 gr,2.05,14.64,EL PASTOR,frescos
burger iberica 240 gr,240 gr,2.99,12.46,EL POZO,frescos
chuleta sajonia,1 paquete,4.24,10.6,EL POZO,frescos
escalopin lomo adob. extratierno 600 gr,600 gr,5.74,9.57,EL POZO,frescos
lomo adobado horno artesano 500 gr,500 gr,4.65,9.3,EL POZO,frescos
cortaditas queso tierno sin lactosa 200 gr,200 gr,3.99,19.95,EL VENTERO,frescos
queso  light lonchas 160 gr,160 gr,3.59,22.44,EL VENTERO,frescos
queso bajo en sal lonchas 160 gr,160 gr,3.59,22.44,EL VENTERO,frescos
"queso burgos sin lactosa 4 x 62,5 gr",4 x 62,1.97,7.88,EL VENTERO,frescos
queso tierno barra lec.mezcla pasteurizada,1 paquete,18.7,18.7,EL VENTERO,frescos
queso tierno lonchas 160 gr,160 gr,2.95,18.44,EL VENTERO,frescos
delicia de sobrasada con miel 150 gr,150 gr,2.49,16.6,EL ZAGAL,frescos
sobrasada mallorca loncheada 65 gr,65 gr,1.1,16.92,EL ZAGAL,frescos
queso rallado pecorino romano dop 60 gr,60 gr,2.07,34.5,ELITALY,frescos
bacon en lonchas 110 gr,110 gr,1.5,13.64,ELPOZO,frescos
chopped pork mini 300 gr,300 gr,1.75,5.83,ELPOZO,frescos
chopped de pavo lonchas 225 gr,225 gr,2.0,8.89,ELPOZO,frescos
escalopin de lomo tierno 600 gr,600 gr,5.74,9.57,ELPOZO,frescos
fiambre pechuga pollo finas lonchas b/g 75 gr,75 gr,1.0,13.33,ELPOZO,frescos
fiambre york sandwich 250 gr,250 gr,2.35,9.4,ELPOZO,frescos
fiambre de pechuga de pavo 340 gr,340 gr,2.5,7.35,ELPOZO,frescos
fiambre de york maxi 450 gr,450 gr,2.5,5.56,ELPOZO,frescos
frankfurt original 2 x 140 gr,2 x 140,1.0,3.57,ELPOZO,frescos
jamon cocido 75 gr,75 gr,1.0,13.33,ELPOZO,frescos
jamon cocido extra family 2 x 200 gr,2 x 200,3.49,8.73,ELPOZO,frescos
mortadela fina con aceitunas 500 gr,500 gr,2.0,4.0,ELPOZO,frescos
mortadela siciliana fina,1 paquete,8.95,8.95,ELPOZO,frescos
mortadela siciliana fina 500 gr,500 gr,2.0,4.0,ELPOZO,frescos
mortadela siciliana lonchas 200 gr,200 gr,1.5,7.5,ELPOZO,frescos
mortadela con aceitunas (18%),1 paquete,8.95,8.95,ELPOZO,frescos
mortadela con aceitunas lonchas 200 gr,200 gr,1.5,7.5,ELPOZO,frescos
mortadela de pavo,1 paquete,10.5,10.5,ELPOZO,frescos
mortadela de pavo lonchas 225 gr,225 gr,2.0,8.89,ELPOZO,frescos
mortadela de pavo con aceitunas (17%),1 paquete,10.5,10.5,ELPOZO,frescos
pechuga de pavo family 2 x 200 gr,2 x 200,4.25,10.63,ELPOZO,frescos
pechuga de pavo family sin grasa y reducida sal 2 x 200 gr,2 x 200,4.25,10.63,ELPOZO,frescos
pechuga de pavo lonchas finas 115 gr,115 gr,1.5,13.04,ELPOZO,frescos
pechuga de pavo sin grasa,1 paquete,13.95,13.95,ELPOZO,frescos
pechuga de pollo braseado finas lonchas 115 gr,115 gr,1.5,13.04,ELPOZO,frescos
sobrasada 250 gr,250 gr,2.35,9.4,ELPOZO,frescos
tiras de bacon 2 x 50 gr,2 x 50,1.5,15.0,ELPOZO,frescos
fuet con trufa duroc 170 gr,170 gr,2.79,16.41,ELPOZO 1954,frescos
"jamon asado natural 92% carne, sin aditivos 130 gr",130 gr,2.45,18.84,ELPOZO 1954,frescos
jamon cocido extra duroc 150 gr,150 gr,2.0,13.33,ELPOZO 1954,frescos
jamon curado cruce duroc 2 x 75 gr,2 x 75,3.0,20.0,ELPOZO 1954,frescos
"jamon y pechuga pavo trufa 0,5% boletus 1,2%",1 paquete,14.5,14.5,ELPOZO 1954,frescos
longaniza imperial 250 gr,250 gr,2.99,11.96,ELPOZO 1954,frescos
longaniza imperial de pavo 250 gr,250 gr,2.99,11.96,ELPOZO 1954,frescos
pechuga de pavo corte fresco 120 gr,120 gr,2.65,22.08,ELPOZO 1954,frescos
salchichas big classic 3 x 200 gr,3 x 200,2.5,4.17,ELPOZO KING,frescos
chorizo extra ya cortado 200 gr,200 gr,2.99,14.95,EMB. ESPAÑA,frescos
lomo embuchado reducido en sal -25% 2 x 50 gr,2 x 50,2.49,24.9,EMB. ESPAÑA,frescos
lomo extra ya cortado 200 gr,200 gr,4.49,22.45,EMB. ESPAÑA,frescos
salchichon extra ya cortado 200 gr,200 gr,2.99,14.95,EMB. ESPAÑA,frescos
salchichon de toledo 260 gr,260 gr,4.95,19.04,EMB. ESPAÑA,frescos
taquito de cerdo estilo andaluz,1 paquete,3.0,9.99,EMBUENA,frescos
rodajas de mar selectas 200 gr,200 gr,4.59,22.95,EMBUMAR,frescos
chorizo iberico extra,1 paquete,9.25,18.5,ENTRECAÑOS,frescos
salchichon iberico extra,1 paquete,6.49,18.5,ENTRECAÑOS,frescos
emmental frances cuña 220 gr,220 gr,2.99,13.59,ENTREMONT,frescos
queso brie frances leche vaca pasteurizada,1 paquete,15.11,15.11,ENTREMONT,frescos
queso cuña comte dop 200 gr,200 gr,3.99,19.95,ENTREMONT,frescos
queso gruyère france igp 200 gr,200 gr,3.31,16.55,ENTREMONT,frescos
raclette 250 gr,250 gr,3.15,12.6,ENTREMONT,frescos
queso azul d'auvergne dop 100 gr,100 gr,1.49,14.9,F.OCCITANES,frescos
queso roquefort dop 100 gr,100 gr,2.15,21.5,F.OCCITANES,frescos
botifarra negra el noiet,1 paquete,11.9,11.9,FALGAS,frescos
morro de cerdo cocido y troceado 500 gr,500 gr,3.99,7.98,FERGONVI,frescos
oreja cerdo cocida y troceada 375 gr,375 gr,3.19,8.51,FERGONVI,frescos
rabo de cerdo cocido 500 gr,500 gr,4.19,8.38,FERGONVI,frescos
escamas de queso parmigiano reggiano 80 gr,80 gr,3.15,39.38,FERRARINI,frescos
jamon cocido extra 92% carne,1 paquete,19.5,19.5,FERRARINI,frescos
jamon cocido extra finas lonchas 100 gr,100 gr,2.99,29.9,FERRARINI,frescos
mortadela bologna 100 gr,100 gr,2.55,25.5,FERRARINI,frescos
parmigiano reggiano cuña 180 gr,180 gr,5.59,31.06,FERRARINI,frescos
q parmigiano reggiano d.o.p. l.cruda de vaca,1 paquete,31.9,31.9,FERRARINI,frescos
queso rallado parmigiano reggiano 60 gr,60 gr,1.69,28.17,FERRARINI,frescos
queso brie punta 200 gr,200 gr,1.75,8.75,FLEUR FRANCE,frescos
queso oveja curado leche cruda,1 paquete,26.95,26.95,FLOR ESGUEVA,frescos
queso oveja cuña 250 gr,250 gr,6.25,25.0,FLOR ESGUEVA,frescos
brotes de espinacas bolsa 125 gr,125 gr,1.79,14.32,FLORETTE,frescos
brocoli para cocinar microondas 225 gr,225 gr,1.99,8.84,FLORETTE,frescos
coliflor-brocoli-zanahoria microondas 275 gr,275 gr,1.99,7.24,FLORETTE,frescos
duo canonigo rucula bolsa 100 gr,100 gr,1.99,19.9,FLORETTE,frescos
ens. toque remolacha bolsa 120 gr,120 gr,1.95,16.25,FLORETTE,frescos
ensalada antiox bolsa 100 gr,100 gr,1.89,18.9,FLORETTE,frescos
ensalada cesar american style 200 gr,200 gr,2.99,14.95,FLORETTE,frescos
ensalada cesar completa 210 gr,210 gr,3.19,15.19,FLORETTE,frescos
ensalada cesar light completa 200 gr,200 gr,3.35,16.75,FLORETTE,frescos
ensalada gourmet completa 175 gr,175 gr,3.35,19.14,FLORETTE,frescos
ensalada gourmet mediterranea 150 gr,150 gr,2.05,13.67,FLORETTE,frescos
ensalada gourmet primeros brotes 100 gr,100 gr,1.99,19.9,FLORETTE,frescos
ensalada japon completa 250 gr,250 gr,3.99,15.96,FLORETTE,frescos
ensalada mixta bolsa 150 gr,150 gr,1.65,11.0,FLORETTE,frescos
ensalada pasta y rucula completa 325 gr,325 gr,3.39,10.43,FLORETTE,frescos
ensalada proteica pollo y huevo 295 gr,295 gr,4.45,15.08,FLORETTE,frescos
ensalada xtreme pollo completa 210 gr,210 gr,3.99,19.0,FLORETTE,frescos
espinaca maxi bolsa 450 gr,450 gr,2.59,5.76,FLORETTE,frescos
palitos de zanahoria tarrina 165 gr,165 gr,2.09,12.67,FLORETTE,frescos
surtido verduras microondas 300 gr,300 gr,1.99,6.63,FLORETTE,frescos
zanahoria baby 125 gr,125 gr,1.39,11.12,FLORETTE,frescos
zanahoria rallada bolsa 150 gr,150 gr,1.19,7.93,FLORETTE,frescos
queso rallado pizzas 5 quesos con azul 150 gr,150 gr,2.7,18.0,FORVAL,frescos
buñuelos de bacalao 225 gr,225 gr,3.5,15.56,FRESKIBO,frescos
stick de merluza 245 gr,245 gr,4.9,20.0,FRESKIBO,frescos
queso fondue caja 400 gr,400 gr,4.49,11.23,FROMALP,frescos
keos ensalada queso de vaca cremoso 2 x 50 gr,2 x 50,2.05,20.5,G.BAQUERO,frescos
queso cabra celes leche pasteurizada,1 paquete,23.5,23.5,G.BAQUERO,frescos
queso cabra semi lonchas 125 gr,125 gr,2.74,21.92,G.BAQUERO,frescos
queso cabra tierno leche pasteurizada,1 paquete,22.5,22.5,G.BAQUERO,frescos
queso fresco burgos linea 1 kg,1 kg,4.99,4.99,G.BAQUERO,frescos
queso la cava artes leche mezcla pasteuriza,1 paquete,22.6,22.6,G.BAQUERO,frescos
queso lonchas cremosas 80 gr,80 gr,1.49,18.63,G.BAQUERO,frescos
queso mezcla curado leche pasteurizada,1 paquete,17.9,17.9,G.BAQUERO,frescos
queso mezcla curado ya cortado l pasteurizad 225 gr,225 gr,4.79,21.29,G.BAQUERO,frescos
queso mezcla reserva 12 meses l.pasteurizada 200 gr,200 gr,5.15,25.75,G.BAQUERO,frescos
queso mezcla semi leche pasteurizada,1 paquete,17.0,17.0,G.BAQUERO,frescos
queso mezcla semi lonchas 200 gr,200 gr,3.95,19.75,G.BAQUERO,frescos
queso mezcla semicurado cuña 325 gr,325 gr,4.65,14.31,G.BAQUERO,frescos
queso mezcla semicurado ya cortado 225 gr,225 gr,4.69,20.84,G.BAQUERO,frescos
queso mezcla tierno cuña 325 gr,325 gr,5.09,15.66,G.BAQUERO,frescos
queso oveja añejo leche cruda 9 meses,1 paquete,24.5,24.5,G.BAQUERO,frescos
queso pok añejo ya cortado 200 gr,200 gr,5.45,27.25,G.BAQUERO,frescos
queso reserva 12 meses l. pasteurizada mezcla,1 paquete,21.3,21.3,G.BAQUERO,frescos
queso semicurado barra le.mezcla pasteurizada,1 paquete,19.1,19.1,G.BAQUERO,frescos
queso semicurado con trufa 150 gr,150 gr,3.55,23.67,G.BAQUERO,frescos
queso tierno lonchas 90 gr,90 gr,1.5,16.67,G.BAQUERO,frescos
queso tierno mezcla lonchas 150 gr,150 gr,2.75,18.33,G.BAQUERO,frescos
queso tierno ya cortado 225 gr,225 gr,4.49,19.96,G.BAQUERO,frescos
queso tostado ya cortado 200 gr,200 gr,4.99,24.95,G.BAQUERO,frescos
queso de cava barus cuña 250 gr,250 gr,5.55,22.2,G.BAQUERO,frescos
queso sin lactosa lonchas 150 gr,150 gr,3.15,21.0,G.BAQUERO,frescos
rulo de cabra leche pasteurizada,1 paquete,17.4,17.4,G.BAQUERO,frescos
tabla de quesos gourmet 150 gr,150 gr,3.95,26.33,G.BAQUERO,frescos
filete anchoa ahumado en aceite de oliva 16 gr,16 gr,2.15,13.44,G.CANTABRICO,frescos
filete de anchoa aceite de oliva msc 16 gr,16 gr,2.19,13.69,G.CANTABRICO,frescos
mascarpone 250 gr,250 gr,4.15,16.6,GALBANI,frescos
mozzarella 100 gr,100 gr,1.59,15.9,GALBANI,frescos
mozzarella light 125 gr,125 gr,2.19,17.52,GALBANI,frescos
lomo sajonia 100 gr,100 gr,1.99,19.9,GEMI,frescos
poke de salmon 100 gr,100 gr,5.99,59.9,GIMAR,frescos
sashimi de salmon 140 gr,140 gr,7.99,57.07,GIMAR,frescos
bolitas de fuet 50 gr,50 gr,1.29,25.8,GOIKOA,frescos
chorizo extra vela dulce,1 paquete,13.9,13.9,GOIKOA,frescos
chorizo de pamplona extra,1 paquete,11.6,11.6,GOIKOA,frescos
chorizo de pavo 2 x 75 gr,2 x 75,2.95,19.67,GOIKOA,frescos
chorizo y salchichon extra 2 x 90 gr,2 x 90,3.15,17.5,GOIKOA,frescos
chorizo y salchichon de pavo 2 x 75 gr,2 x 75,2.95,19.67,GOIKOA,frescos
pamplones y salchichon extra 2 x 90 gr,2 x 90,2.8,15.56,GOIKOA,frescos
pepperoni 2 x 45 gr,2 x 45,2.05,22.78,GOIKOA,frescos
salchichon de pavo 2 unidades 2 x 75 gr,2 x 75,2.95,19.67,GOIKOA,frescos
queso mezcla curado leche pasteurizada,1 paquete,23.4,23.4,GRAN CAPITAN,frescos
queso mezcla curado lonchas 140 gr,140 gr,3.79,27.07,GRAN CAPITAN,frescos
queso mezcla tostado 200 gr,200 gr,4.07,20.35,GRAN CAPITAN,frescos
burrata 125 gr,125 gr,2.35,18.8,GRANAROLO,frescos
mascarpone 250 gr,250 gr,3.15,12.6,GRANAROLO,frescos
perlas de mozzarella 125 gr,125 gr,1.99,15.92,GRANAROLO,frescos
queso curado mezcla mini,1 paquete,10.5,11.65,GRANJA LUZ,frescos
queso mezcla semi mini,1 paquete,9.51,9.99,GRANJA LUZ,frescos
queso tierno mezcla mini,1 paquete,8.64,8.64,GRANJA LUZ,frescos
q.tradicional cassoleta leche vaca pasteurizada,1 paquete,12.5,12.5,GRANJA RINYA,frescos
queso cabra medallon 75 gr,75 gr,1.28,17.07,GRANJA RINYA,frescos
queso fresco cassoleta tarrina 250 gr,250 gr,2.69,10.76,GRANJA RINYA,frescos
queso fresco servilleta leche vaca pasteurizada,1 paquete,12.68,12.68,GRANJA RINYA,frescos
queso fresco tradicional cabra 250 gr,250 gr,3.11,12.44,GRANJA RINYA,frescos
queso fresco tradicional leche cabra pasteurizad,1 paquete,15.5,15.5,GRANJA RINYA,frescos
queso fresco tradicional leche pasteurizada vaca 2 x 100 gr,2 x 100,2.1,10.5,GRANJA RINYA,frescos
queso homenaje leche oveja pasteurizada,1 paquete,18.62,18.62,GRANJA RINYA,frescos
queso mezcla tronchon cuña 200 gr,200 gr,2.51,12.55,GRANJA RINYA,frescos
queso rulo papaya(27%) l.pasteurizada cabr-vac,1 paquete,16.5,16.5,GRANJA RINYA,frescos
queso de cabra tierno 200 gr,200 gr,3.59,17.95,GRANJA RINYA,frescos
requeson 200 gr,200 gr,1.0,5.0,GRANJA RINYA,frescos
tarta de queso artesana,1 paquete,9.99,9.99,GRANJA RINYA,frescos
la gula del norte 100 gr,100 gr,2.99,29.9,GULA NORTE,frescos
la gula del norte con gambas 130 gr,130 gr,3.59,27.61,GULA NORTE,frescos
lonchas finas vegetal 78 gr,78 gr,2.49,31.92,HEURA,frescos
queso fundido entero lonchas 300 gr,300 gr,2.55,8.5,HOCHLAND,frescos
queso rallado estilo italiano 100 gr,100 gr,1.67,16.7,HOCHLAND,frescos
queso feta d.o.p. griego leche de oveja y cabra 200 gr,200 gr,3.85,19.25,HOTOS,frescos
maiz dulce bandeja 450 gr,450 gr,1.59,3.53,HUERCASA,frescos
patata cocida pelada bolsa 500 gr,500 gr,2.29,4.58,HUERCASA,frescos
remolacha cocida y pelada 500 gr,500 gr,1.04,2.08,HUERCASA,frescos
huesos blancos salados,1 paquete,1.08,5.39,IBERIAN MEAT,frescos
panceta iberica,1 paquete,1.48,7.39,IBERIAN MEAT,frescos
surtido pate y cremas york y jamon 3 x 46 gr,3 x 46,1.99,14.42,IBERITOS,frescos
surtido de pates pack de 4 4 x 23 gr,4 x 23,1.35,14.67,IBERITOS,frescos
queso gorgonzola d.o.p 200 gr,200 gr,2.69,13.45,IGOR,frescos
pasta de aceitunas de kalamata 135 gr,135 gr,2.49,18.44,ILIADA,frescos
jamon de trevelez lonchas finas 120 gr,120 gr,3.7,30.83,J.VALLEJO,frescos
"dados ensaladas edam,gouda y cheddar 100 gr",100 gr,1.49,14.9,JUAN LUNA,frescos
dados de queso 100% cabra 100 gr,100 gr,2.39,23.9,JUAN LUNA,frescos
queso emmental lonchas corte fresco 100 gr,100 gr,1.99,19.9,JUAN LUNA,frescos
queso havarti light lonchas corte fresco 100 gr,100 gr,2.25,22.5,JUAN LUNA,frescos
queso lonchas gouda light 100 gr,100 gr,1.99,19.9,JUAN LUNA,frescos
queso maasdam lonchas corte fresco 100 gr,100 gr,1.99,19.9,JUAN LUNA,frescos
tabla de quesos nacionales 12 cuñitas 200 gr,200 gr,4.17,20.85,JUAN LUNA,frescos
queso fresco con nata 6 porciones 108 gr,108 gr,2.46,22.78,KIRI,frescos
barritas de surimi 180 gr,180 gr,2.99,16.61,KRISSIA,frescos
ensalada langostinos surimi y piña 155 gr,155 gr,3.99,25.74,KRISSIA,frescos
ensalada salmon queso cabra y mango 160 gr,160 gr,3.99,24.94,KRISSIA,frescos
krissia barritas de surimi 300 gr,300 gr,3.99,13.3,KRISSIA,frescos
rallado krissia de surimi 125 gr,125 gr,1.99,15.92,KRISSIA,frescos
salmon ahumado noruego 2 x 80 gr,2 x 80,7.99,49.94,LA BALINESA,frescos
queso servilleta artesano leche de cabra 350 gr,350 gr,5.59,15.97,LA CABRITA,frescos
picada de cerdo 400 gr,400 gr,2.49,6.23,LA COPE,frescos
crema de sobrasada casera,1 paquete,14.5,14.5,LA CUINA,frescos
medallon mousse de pato 90 gr,90 gr,2.55,28.33,LA CUINA,frescos
pate finas hierbas pack de 2 unidades 2 x 50 gr,pack de 2 unidades,1.45,14.5,LA CUINA,frescos
pate iberico pack de 2 unidades 2 x 50 gr,pack de 2 unidades,1.45,14.5,LA CUINA,frescos
pate pimienta pack de 2 unidades 2 x 50 gr,pack de 2 unidades,1.45,14.5,LA CUINA,frescos
pate a la pimienta pasteurizado,1 paquete,12.5,12.5,LA CUINA,frescos
pate de campagne tradicional 80 gr,80 gr,1.45,18.13,LA CUINA,frescos
pate de pato pack de 2 unidades 2 x 50 gr,pack de 2 unidades,1.89,18.9,LA CUINA,frescos
rulo mousse de pato,1 paquete,17.9,17.9,LA CUINA,frescos
tabla pato gourmet pimienta verde- setas 3 x 40 gr,3 x 40,2.35,19.58,LA CUINA,frescos
tabla de pate tradicional pimienta-iberico-f.hierb 3 x 40 gr,3 x 40,2.09,17.42,LA CUINA,frescos
chorizo extra duroc 280 gr,280 gr,3.99,14.25,LA HOGUERA,frescos
chorizo picante duroc 280 gr,280 gr,3.99,14.25,LA HOGUERA,frescos
chorizo de cantimpalos,1 paquete,3.15,18.5,LA HOGUERA,frescos
"jamon g.reserva duroc peso aproximado 7,5 k 7,5 kg","7,5 kg",95.0,12.67,LA HOGUERA,frescos
